id,fighter_name,fighter_record,height,weight,reach,stance,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg
1812,Josh Emmett,Record: 17-2-0,"5'' 6'"",145,70,Orthodox,Mar 04 1985,4.28,1.25,39,47,4.1,58,62,0.1
1813,Jamall Emmers,Record: 18-6-0,"5'' 10'"",145,74,Orthodox,Jul 24 1989,5.73,2.76,53,53,4.44,100,55,0.4
1814,Rob Emerson,Record: 18-12-0 (1 NC),"5'' 9'"",155,70,Orthodox,Jul 30 1981,2.5,2.02,30,52,2.83,65,64,0.4
1815,Fedor Emelianenko,Record: 36-5-0 (1 NC),"6'' 0'"",230,74,Orthodox,Sep 28 1976,3.18,2,51,63,1,82,63,1.9
1816,Aleksander Emelianenko,Record: 23-7-0,"6'' 6'"",255,,Orthodox,Aug 02 1981,2.75,2.32,41,72,1.7,66,65,0.9
1817,Ramazan Emeev,Record: 20-5-0,"5'' 10'"",170,76,Southpaw,May 23 1987,2.52,2.29,45,29,2.02,66,66,0.6
1818,Sovannahry Em,Record: 3-1-0,"5'' 4'"",135,,"",Jun 26 1992,0,0,0,0,0,0,0,0
1819,Aaron Ely,Record: 5-2-0,"5'' 8'"",135,,"",Mar 18 1989,0.82,2.47,15,100,0.66,50,69,4.9
1820,Cameron Else,Record: 10-6-0,"5'' 9'"",135,71,Switch,Apr 27 1987,1.99,0,40,0,8.09,0,51,0
1821,Anna Elmose,Record: 3-2-0,"5'' 3'"",115,,Orthodox,Oct 06 1984,3.68,0,49,0,4.64,33,56,0
1822,Lisa Ellis,Record: 15-11-0,"5'' 4'"",115,,"",Nov 15 1982,1.68,4.19,48,63,2.32,50,57,0.6
1823,Eddy Ellis,Record: 21-16-1 (1 NC),"5'' 9'"",170,,Orthodox,--,3.4,4,69,66,1.53,50,68,2
1824,Tim Elliott,Record: 19-12-1,"5'' 7'"",125,66,Southpaw,Dec 24 1986,3.58,3.73,44,44,2.86,61,56,1
1825,Joe Ellenberger,Record: 15-2-0,"5'' 9'"",155,72,Orthodox,Mar 28 1985,1.62,3.17,47,40,3.45,0,48,1.1
1826,Jake Ellenberger,Record: 31-15-0,"5'' 9'"",170,71,Orthodox,Mar 28 1985,2.47,2.04,39,47,2.83,86,60,0.4
1827,Darren Elkins,Record: 28-10-0,"5'' 10'"",145,71,Orthodox,May 16 1984,3.52,2.76,38,33,3.16,56,51,1.1
1828,Saul Elizondo,Record: 6-8-0,"5'' 7'"",135,,"",Jul 17 1985,2.07,2,30,100,4.93,66,48,1
1829,John Paul Elias,Record: 3-1-0,"6'' 4'"",205,,"",--,0,0,0,0,0,0,0,0
1830,Evan Elder,Record: 7-1-0,"5'' 10'"",170,72,Switch,Apr 11 1997,1.8,0,45,0,5,33,33,0
1831,John Elam,Record: 2-0-0,--,,,"",--,0,0,0,0,0,0,0,0
1832,Per Eklund,Record: 14-5-1,"5'' 10'"",155,72,Orthodox,--,2.07,2.07,61,11,2.38,50,67,3.6
1833,Jon Olav Einemo,Record: 6-3-0,"6'' 6'"",253,,Orthodox,Dec 10 1975,2.15,1.73,52,55,3.05,43,52,0
1834,Justin Eilers,Record: 19-7-1,"6'' 1'"",235,,Orthodox,Jun 28 1978,2.86,0.82,43,25,5.66,50,49,0
1835,Stephanie Egger,Record: 7-2-0,"5'' 6'"",135,68,Orthodox,Aug 12 1988,1.69,2.87,52,41,1.69,33,54,0.6
1836,Tom Egan,Record: 7-5-0,"5'' 11'"",170,,Orthodox,--,0,0,0,0,3.91,28,50,0
1837,Joselyne Edwards,Record: 10-4-0,"5'' 8'"",135,70,Orthodox,Sep 29 1995,3.47,0.33,54,16,2.96,47,44,0.3
1838,Adli Edwards,Record: 4-1-0,--,145,,"",Aug 28 1989,0,0,0,0,0,0,0,0
1839,Te Edwards,Record: 6-3-0,"5'' 8'"",155,72,Orthodox,Sep 11 1990,1.5,0.72,41,100,4.15,44,44,0
1840,Leon Edwards,Record: 19-3-0 (1 NC),"6'' 2'"",170,74,Southpaw,Aug 25 1991,2.62,1.48,49,35,2.15,70,55,0.3
1841,Justin Edwards,Record: 9-5-0,"5'' 10'"",155,70,Orthodox,Jan 26 1983,2.68,2.14,42,26,3.32,27,51,1
1842,Yves Edwards,Record: 42-22-1 (1 NC),"5'' 9'"",155,73,Southpaw,Sep 30 1976,2.91,0.76,42,53,2.34,69,66,0.7
1843,Johnny Eduardo,Record: 28-13-0,"5'' 7'"",135,71,Orthodox,Aug 03 1978,2.95,0.22,39,20,3.22,58,63,0.4
1844,Abdul-Kerim Edilov,Record: 17-4-0,"6'' 2'"",205,,Orthodox,Nov 25 1991,10.22,3.98,61,100,0.13,0,92,2
1845,Frankie Edgar,Record: 23-10-1,"5'' 6'"",135,68,Orthodox,Oct 16 1981,3.79,2.3,40,31,2.81,65,66,0.3
1846,Mark Eddiva,Record: 6-3-0,"5'' 8'"",145,68,Orthodox,Feb 16 1986,3.37,1.45,45,22,2.98,63,54,0
1847,Brian Ebersole,Record: 51-18-1 (1 NC),"6'' 0'"",170,73,Southpaw,Nov 27 1980,2.32,1.7,49,23,2.14,61,56,0.1
1848,Ross Ebanez,Record: 20-10-0 (3 NC),"5'' 9'"",154,,Southpaw,May 18 1975,0.74,3.7,50,100,0.74,0,62,0
1849,Vincent Eazelle,Record: 9-2-0,"5'' 11'"",155,,"",Dec 07 1980,0,0,0,0,0,0,0,0
1850,Maurice Eazel,Record: 7-15-0,"5'' 7'"",135,,"",--,0,0,0,0,0,0,0,0
1851,Mike Easton,Record: 13-6-0,"5'' 6'"",135,70,Southpaw,Jan 25 1984,3.51,0.75,37,22,4.28,66,61,0
1852,Marvin Eastman,Record: 18-15-1,"5'' 9'"",185,73,Orthodox,Jun 08 1971,2.21,1.38,35,33,3.92,81,42,0
1853,Cody East,Record: 12-3-0,"6'' 3'"",245,,Orthodox,Jun 29 1988,4.15,3.97,43,100,7.32,16,40,0
1854,Ben Earwood,Record: 12-3-0,"5'' 8'"",170,,Orthodox,--,0.5,3,55,100,0.2,0,33,0
1855,Matt Dwyer,Record: 9-4-0,"6'' 4'"",170,76,Orthodox,Dec 17 1989,2.57,0.44,34,10,3.24,60,54,0
1856,David Dvorak,Record: 20-4-0,"5'' 5'"",125,68,Orthodox,Jun 05 1992,3.87,0,43,0,3,81,61,0.3
1857,Merab Dvalishvili,Record: 14-4-0,"5'' 6'"",135,68,Orthodox,Jan 10 1991,4.26,7.3,41,45,2.28,78,60,0.3
1858,Bill Duvall,Record: 1-2-0,"6'' 2'"",185,,Southpaw,--,0,0,0,0,2.4,0,40,0
1859,Rilley Dutro,Record: 11-4-0,"5'' 8'"",125,,Orthodox,Sep 03 1987,4.74,0,54,0,5.95,83,33,0
1860,Luiz Dutra,Record: 13-6-1,"5'' 11'"",170,,Orthodox,May 06 1982,3.92,0,50,0,4.8,100,41,0
1861,Cody Durden,Record: 12-4-1,"5'' 7'"",125,67,Southpaw,Mar 29 1991,3.44,4.38,46,38,4.06,60,48,0.4
1862,Reuben Duran,Record: 11-7-1,"5'' 7'"",135,71,Orthodox,Jul 02 1983,3.19,0.98,49,23,2.61,25,50,0.7
1863,Albert Duraev,Record: 15-3-0,"5'' 11'"",185,75,Orthodox,Jan 05 1989,3.95,1.62,51,20,2.33,50,56,1.6
1864,Tom Duquesnoy,Record: 16-2-0 (1 NC),"5'' 7'"",135,68,Orthodox,Jun 21 1993,3.83,0.42,45,25,5.3,46,62,0
1865,Alex Dunworth,Record: 2-2-0 (1 NC),"5'' 8'"",155,,"",--,1.94,0,31,0,8.71,50,35,0
1866,Evan Dunham,Record: 18-9-1,"5'' 10'"",155,70,Southpaw,Dec 18 1981,5.33,1.82,39,33,3.54,79,61,1
1867,Chris Duncan,Record: 7-1-0,"5'' 10'"",155,71,Orthodox,May 10 1993,6.59,5.49,45,66,7.5,0,32,0
1868,Norma Dumont,Record: 7-2-0,"5'' 7'"",145,67,Orthodox,Oct 01 1990,3.67,1.02,50,45,2.19,70,67,0
1869,Kelly Dullanty,Record: 4-2-0,"5'' 8'"",155,,Orthodox,Nov 04 1977,0,0,0,0,0.67,66,75,0
1870,Jessamyn Duke,Record: 3-5-0 (1 NC),"5'' 11'"",135,73,Orthodox,Jun 24 1986,4.83,1.27,53,36,4.43,50,57,1.9
1871,Alexis Dufresne,Record: 6-3-0,"5'' 9'"",135,,Orthodox,Aug 31 1990,1.33,1.5,27,50,3.33,50,60,0
1872,Joe Duffy,Record: 16-5-0,"5'' 10'"",155,73,Orthodox,Feb 18 1988,2.68,0.96,34,66,3.78,64,54,0.7
1873,Todd Duffee,Record: 9-3-0 (1 NC),"6'' 3'"",260,78,Orthodox,Dec 06 1985,5.93,0.72,37,25,2.87,90,56,0
1874,Adin Duenas,Record: 6-1-0,"5'' 6'"",145,,"",Jul 02 1988,0,0,0,0,0,0,0,0
1875,Milana Dudieva,Record: 11-6-0,"5'' 3'"",135,,Orthodox,Aug 04 1989,0.87,2.34,31,45,3.43,0,58,0
1876,Joe Duarte,Record: 10-4-0,--,155,,"",Jan 25 1977,2.27,3,38,50,4,69,53,1
1877,Antonio Duarte,Record: 19-7-0,"5'' 7'"",135,,"",--,4.55,0,40,0,4.18,60,57,0
1878,Hugo Duarte,Record: 6-3-0,"6'' 0'"",240,,Orthodox,Aug 09 1968,0,0,0,0,0,0,0,0
1879,Dricus Du Plessis,Record: 16-2-0,"6'' 1'"",185,76,Switch,Jan 14 1994,5.07,2.99,48,50,2.39,0,68,0
1880,Robert Drysdale,Record: 7-0-0 (1 NC),"6'' 3'"",205,,Orthodox,Oct 05 1981,0,7.32,0,100,0,0,0,21.9
1881,Tomasz Drwal,Record: 21-5-1,"6'' 1'"",205,76,Orthodox,Jan 22 1982,3.29,3.55,38,60,2.26,82,57,0.4
1882,Chris Drumm,Record: 0-1-0 (1 NC),"5'' 8'"",145,,"",--,0,0,0,0,0,0,0,0
1883,Kyle Driscoll,Record: 12-3-0,"5'' 11'"",145,74,Orthodox,Sep 23 1994,2.73,2,32,18,2.6,0,58,0
1884,Edson Drago,Record: 11-7-0,"6'' 4'"",220,,Orthodox,Aug 29 1977,1.16,0,40,0,2.39,55,36,0
1885,John Doyle,Record: 11-22-0 (1 NC),"5'' 11'"",205,,Orthodox,Nov 21 1976,3.5,0,44,0,10.51,0,27,0
1886,Derek Downey,Record: 11-4-0,"6'' 1'"",185,,Orthodox,Apr 27 1980,0.32,2.4,100,16,3.36,0,12,0
1887,Danny Downes,Record: 8-3-0,"6'' 0'"",155,72,Orthodox,Apr 08 1986,1.66,0,34,0,3.53,37,37,0.5
1888,Jordan Dowdy,Record: 4-3-0,--,170,,"",--,2.11,0,44,0,2.63,0,50,0
1889,John Dowdy,Record: 0-1-0,--,,,"",--,0,0,0,0,0,0,0,0
1890,Damion Douglas,Record: 4-1-0,--,170,,"",--,0,0,0,0,0,0,0,0
1891,David Douglas,Record: 9-7-0,"5'' 11'"",155,,"",Aug 16 1981,0,0,0,0,0,0,0,0
1892,Oleksandr Doskalchuk,Record: 10-2-0,"5'' 6'"",125,,Southpaw,Mar 13 1990,0,0,0,0,0,0,0,0
1893,Tiago dos Santos e Silva,Record: 20-7-2 (1 NC),"5'' 9'"",145,70,Orthodox,Apr 12 1987,3.69,0.63,35,11,4.23,33,59,0.3
1894,Anderson Dos Santos,Record: 21-9-0,"5'' 5'"",135,70,Orthodox,Jul 24 1985,2.7,0.98,25,14,5.37,66,49,0.7
1895,Antonio Dos Santos,Record: 6-4-0,"5'' 10'"",185,,Orthodox,Jul 21 1988,5.4,0,51,0,3.94,100,43,0
1896,Geronimo dos Santos,Record: 39-19-0,"6'' 3'"",264,,Orthodox,Aug 17 1980,1.09,0,33,0,8.73,33,41,0
1897,Junior Dos Santos,Record: 21-9-0,"6'' 4'"",238,77,Orthodox,Jan 30 1984,4.49,0.3,47,50,3.33,81,56,0.1
1898,Rafael Dos Anjos,Record: 31-13-0,"5'' 8'"",155,70,Southpaw,Oct 26 1984,3.62,1.99,46,37,3.24,58,61,0.6
1899,Houston Dorr,Record: 1-2-0,"6'' 1'"",210,,Orthodox,--,0,0,0,0,0,0,0,0
1900,Cody Donovan,Record: 8-5-0,"6'' 3'"",205,74,Orthodox,Feb 20 1981,5.61,1.67,59,28,5.44,0,45,1.7
1901,John Donaldson,Record: 2-2-0,"5'' 8'"",145,,"",Jul 09 1992,1.21,0,23,0,4.22,0,51,0
1902,OJ Dominguez,Record: 0-1-0,--,,,"",--,0,0,0,0,0,0,0,0
1903,Dennis Dombrow,Record: 7-5-0 (1 NC),--,145,,"",Mar 17 1986,0,0,0,0,0,0,0,0
1904,CB Dollaway,Record: 17-9-0,"6'' 2'"",185,76,Orthodox,Aug 10 1983,2.65,3.55,47,54,2.58,62,54,1.2
1905,Cameron Dollar,Record: 11-5-0,"5'' 11'"",155,,Orthodox,May 12 1987,5.04,0,38,0,2.94,0,61,0
1906,Roman Dolidze,Record: 9-1-0,"6'' 2'"",185,76,Orthodox,Jul 15 1988,2.36,2.74,48,52,1.4,37,64,1.5
1907,Mike Dolce,Record: 5-10-0,"5'' 11'"",185,,"",Apr 15 1976,0,0,0,0,0,0,0,0
1908,Joe Doerksen,Record: 51-16-0,"6'' 0'"",185,75,Orthodox,Oct 09 1977,1.43,2.02,42,33,2.79,33,50,2.3
1909,John Dodson,Record: 22-12-0,"5'' 3'"",135,66,Orthodox,Sep 26 1984,3.2,0.71,40,28,3.58,82,61,0
1910,David Dodd,Record: 4-7-0,"6'' 2'"",200,,Orthodox,Sep 22 1973,0,0,0,0,0,0,0,0
1911,AJ Dobson,Record: 6-1-0 (1 NC),"6'' 1'"",185,76,Orthodox,Jan 18 1992,4.7,0.78,57,50,4.55,62,39,0.8
1912,Shana Dobson,Record: 4-5-0,"5'' 6'"",125,69,Orthodox,Mar 30 1989,3.34,0.84,37,50,5.2,14,50,0
1913,Drew Dober,Record: 24-11-0 (1 NC),"5'' 8'"",155,70,Southpaw,Oct 19 1988,4.4,0.8,40,17,4.23,53,52,0.1
1914,Russell Doane,Record: 15-8-0,"5'' 7'"",135,70,Orthodox,Aug 13 1986,1.75,2.11,40,45,1.68,52,53,0.8
1915,Anthony Do,Record: 4-2-0,"5'' 4'"",125,,"",--,0,0,0,0,0,0,0,0
1916,John Dixson,Record: 15-22-0,"6'' 0'"",275,,Orthodox,--,0,0,0,0,0,0,0,0
1917,Matt Dixon,Record: 9-1-0,"5'' 10'"",170,75,Switch,Oct 09 1995,1.97,3.06,43,30,4.56,0,37,0
1918,Rico DiSciullo,Record: 9-2-0 (1 NC),"5'' 8'"",135,,Orthodox,Oct 12 1986,1.71,0,33,0,4.41,0,56,0
1919,Helio Dipp,Record: 6-3-0,"6'' 5'"",185,,Orthodox,--,0.6,0,25,0,1.8,50,62,0
1920,Rodolfo Marques Diniz,Record: 23-9-1,"5'' 6'"",135,,"",Jan 23 1984,1.08,0,32,0,2.36,50,33,1.8
1921,Drew Dimanlig,Record: 3-4-0,--,185,,"",--,3.7,0,73,0,3.17,0,20,0
1922,Ralph Dillon,Record: 0-2-1,"6'' 2'"",205,,Orthodox,--,0.34,0,14,0,0.69,0,60,0
1923,TJ Dillashaw,Record: 18-4-0,"5'' 6'"",135,67,Orthodox,Feb 07 1986,5.26,1.63,41,30,3.27,86,63,0.8
1924,Seth Dikun,Record: 9-8-0,"5'' 10'"",135,69,Orthodox,Aug 05 1980,1.45,0,26,0,2.18,45,55,0.9
1925,Kyle Dietz,Record: 5-2-0,"5'' 8'"",135,,Orthodox,Apr 29 1986,1.82,0,45,0,2.08,0,62,0
1926,Josh Diekmann,Record: 15-8-0 (1 NC),"5'' 4'"",246,,"",Oct 09 1976,0.28,0,5,0,8.17,0,25,0
1927,Mark Dickman,Record: 11-3-0,"5'' 9'"",145,,"",Jul 19 1984,0,0,0,0,0,0,0,0
1928,Adrian Diaz,Record: 11-4-1,"5'' 10'"",145,,Southpaw,Apr 26 1988,0.48,2.4,42,50,3.84,0,51,0
1929,Ryan Diaz,Record: 13-14-0,--,145,,"",--,0,0,0,0,0,0,0,0
1930,Michael Diaz,Record: 1-2-0,--,260,,"",--,0,0,0,0,0,0,0,0
1931,Nate Diaz,Record: 21-13-0,"6'' 0'"",170,76,Southpaw,Apr 16 1985,4.51,1.1,45,30,3.73,41,52,1.3
1932,Nick Diaz,Record: 26-10-0 (2 NC),"6'' 1'"",170,76,Southpaw,Aug 02 1983,5.71,1.28,42,32,3.84,60,59,1
1933,Hacran Dias,Record: 23-6-1,"5'' 8'"",155,69,Orthodox,Jun 16 1984,2.08,2.5,41,39,3.31,76,55,0.5
1934,Rafael Dias,Record: 17-12-2,"5'' 9'"",145,,Orthodox,Oct 20 1979,1.13,3.17,27,47,2.19,100,60,1.2
1935,Eldo Xavier Dias,Record: 0-1-0,"5'' 11'"",180,,"",Jul 16 1964,0,0,0,0,0,0,0,0
1936,Blood Diamond,Record: 3-1-0,"5'' 11'"",170,76,Switch,Jul 10 1988,0.22,0,33,0,3.24,80,21,0
1937,Tyler Diamond,Record: 9-1-0,"5'' 7'"",145,69,Orthodox,Mar 18 1991,3.4,3,47,75,2.53,70,44,0
1938,Marc Diakiese,Record: 15-5-0,"5'' 10'"",155,73,Orthodox,Mar 16 1993,2.84,3.17,39,42,2.56,62,53,0
1939,Thomas Diagne,Record: 6-6-1,"6'' 1'"",154,,"",Sep 03 1983,4.53,2,48,100,4.53,66,63,0
1940,Cyrille Diabate,Record: 19-10-1,"6'' 6'"",205,81,Southpaw,Oct 06 1973,4.06,1.17,71,83,1.78,53,60,0.2
1941,Micol Di Segni,Record: 7-3-0,"5'' 3'"",115,60,Orthodox,Dec 29 1987,7.47,0,40,0,5.87,37,33,0
1942,Alessio Di Chirico,Record: 13-6-0,"6'' 0'"",185,74,Orthodox,Dec 12 1989,3.3,1.62,41,45,3.24,83,62,0
1943,Edwin DeWees,Record: 38-17-0 (1 NC),"6'' 1'"",185,,Orthodox,Aug 07 1982,1.53,2.18,33,66,6.19,0,39,3.3
1944,John Devine,Record: 6-4-0,--,,,"",--,1.52,0,18,0,2.28,0,57,0
1945,Cory Devela,Record: 16-7-0,"5'' 0'"",185,,Orthodox,--,4.07,1.07,41,12,4,62,47,0
1946,Tony DeSouza,Record: 11-4-0,"6'' 0'"",170,70,Southpaw,Jul 26 1974,1.12,2.25,52,42,1.57,40,41,1.5
1947,Booker DeRousse,Record: 6-5-0,"6'' 2'"",205,,"",Mar 23 1981,0,0,0,0,0,0,0,0
1948,Mackenzie Dern,Record: 12-2-0,"5'' 4'"",115,63,Orthodox,Mar 24 1993,3.16,0.46,35,9,4.35,40,54,2
1949,Jason Dent,Record: 22-13-0,"5'' 10'"",155,71,Orthodox,Jun 12 1980,2.01,0,39,0,3.7,26,62,1.4
1950,Robert Densley,Record: 9-10-0,"5'' 9'"",155,,"",--,1.81,0,47,0,0.4,50,60,0
1951,Thomas Denny,Record: 27-21-1,"5'' 10'"",170,,Orthodox,Apr 19 1971,2.36,1.48,45,17,4.69,42,40,1.5
1952,Nick Denis,Record: 11-3-0,"5'' 7'"",135,,Orthodox,Oct 11 1983,6.54,2.8,53,100,5.42,80,36,0
1953,Chris Dempsey,Record: 11-5-0,"5'' 10'"",185,72,Orthodox,Sep 08 1987,2.25,2.64,32,23,2.82,16,65,0
1954,Vanessa Demopoulos,Record: 7-4-0,"5'' 2'"",125,59,Orthodox,Sep 22 1988,3.02,0,42,0,4.63,33,39,1.9
1955,Justin DeMoney,Record: 15-7-1,--,170,,"",Jul 01 1985,0,0,0,0,0,0,0,0
1956,Jason DeLucia,Record: 33-21-1,"5'' 11'"",190,,Southpaw,Jul 24 1969,0,0,0,0,0,0,0,0
1957,Jon Delos Reyes,Record: 8-5-0,"5'' 6'"",125,67,Orthodox,Aug 19 1987,2.99,3.2,38,83,4.14,55,51,1.9
1958,Roland Delorme,Record: 9-5-0 (1 NC),"5'' 9'"",135,71,Orthodox,Dec 18 1983,2.28,2.51,44,34,4.32,42,40,1.6
1959,Jack Della Maddalena,Record: 11-2-0,"5'' 11'"",170,73,Switch,Sep 10 1996,8.4,0,49,0,4.95,75,64,0
1960,Jack Della,Record: 9-2-0,"5'' 11'"",170,,"",--,0,0,0,0,0,0,0,0
1961,Ante Delija,Record: 17-3-0,"6'' 4'"",245,,Orthodox,Aug 07 1990,0,0,0,0,0,0,0,0
1962,Israel Delgado,Record: 0-2-0,"5'' 10'"",155,,"",--,0,0,0,0,0,0,0,0
1963,Rolando Delgado,Record: 11-6-1,"6'' 3'"",155,77,Orthodox,Nov 22 1981,1.56,1.17,40,22,1.83,0,62,3.5
1964,Humberto DeLeon,Record: 7-7-0,--,135,,"",Nov 12 1989,0,0,0,0,0,0,0,0
1965,Wallen Del Rosario,Record: 7-2-0,--,125,,"",Mar 18 1993,0,0,0,0,0,0,0,0
1966,Shane del Rosario,Record: 11-2-0,"6'' 4'"",250,,Southpaw,Sep 23 1983,3.93,1.2,60,40,2.97,16,54,2.4
1967,Rafael  Del Real,Record: 6-20-0,"5'' 11'"",225,,"",--,5.58,20.93,40,100,0,100,0,0
1968,Issac DeJesus,Record: 12-7-1 (1 NC),--,145,,"",--,0,0,0,0,0,0,0,0
1969,Tom DeBlass,Record: 9-2-0,"6'' 0'"",185,,Orthodox,May 14 1982,1.5,1,35,50,4.43,28,37,0.5
1970,Crezio de Souza,Record: 1-2-0,--,170,,Orthodox,--,0,0,0,0,0,0,0,0
1971,Germaine de Randamie,Record: 10-4-0,"5'' 9'"",135,71,Orthodox,Apr 24 1984,2.72,0,46,0,2.14,69,65,0.4
1972,Gloria de Paula,Record: 6-4-0,"5'' 5'"",115,67,Orthodox,Jun 10 1995,4.2,0.33,52,20,2.91,68,65,0.7
1973,Isabela de Padua,Record: 5-2-0,"5'' 3'"",125,64,Orthodox,Sep 04 1991,1,2,35,66,2.07,0,50,1
1974,Jorge de Oliveira,Record: 9-2-0,"5'' 8'"",155,,Orthodox,Jan 22 1980,1.26,0,31,0,4.84,22,48,0
1975,Johil de Oliveira,Record: 17-15-1 (1 NC),"5'' 6'"",170,,Orthodox,--,0.51,1.1,34,50,0.73,44,58,0.6
1976,Edilberto de Oliveira,Record: 29-15-2,"6'' 0'"",170,,Orthodox,Nov 22 1982,4.12,0,32,0,6.79,0,61,0
1977,Rodrigo de Lima,Record: 8-3-1,"5'' 7'"",155,,Orthodox,Mar 12 1991,1.29,2.66,33,36,5.5,0,32,1.3
1978,Mike de la Torre,Record: 14-7-0 (1 NC),"5'' 11'"",145,71,Orthodox,Sep 22 1986,3.21,0.36,39,16,4.75,83,51,0
1979,Mark De La Rosa,Record: 11-5-0,"5'' 6'"",135,65,Orthodox,Aug 31 1994,3.13,0.54,35,13,5,40,48,0.2
1980,Montana De La Rosa,Record: 12-7-1,"5'' 7'"",125,68,Orthodox,Feb 14 1995,2.6,2.08,37,31,3.19,63,42,1
1981,Chris de la Rocha,Record: 5-3-0,"6'' 3'"",250,80,Orthodox,May 15 1979,4.08,2.02,45,30,6.37,33,43,1
1982,Philip De Fries,Record: 12-6-0 (1 NC),"6'' 5'"",250,79,Orthodox,Apr 21 1986,2.3,3.29,47,42,3,100,37,0.6
1983,Geraldo de Freitas,Record: 12-6-0,"5'' 7'"",135,72,Orthodox,Sep 30 1991,3.67,3,52,45,2.62,59,50,0
1984,Yorgan De Castro,Record: 6-3-0,"6'' 0'"",250,74,Orthodox,Dec 19 1986,2.46,0,43,0,3.85,77,53,0
1985,Angel De Anda,Record: 18-6-0,"5'' 9'"",225,,Orthodox,May 28 1985,5.68,0,46,0,6.32,0,47,0
1986,Martin Day,Record: 8-6-0,"5'' 10'"",145,73,Orthodox,Nov 10 1988,3.97,0.72,45,60,3.79,65,53,0.5
1987,Jason Day,Record: 19-12-0,"6'' 0'"",185,72,Orthodox,May 19 1981,3.61,1.13,54,100,3.46,0,47,0
1988,Grant Dawson,Record: 18-1-1,"5'' 10'"",155,72,Switch,Feb 20 1994,3.17,3.97,50,34,2.56,40,45,1.4
1989,Hakeem Dawodu,Record: 13-2-1,"5'' 8'"",145,73,Orthodox,Jul 02 1991,5.39,0,50,0,2.72,65,59,0
1990,Mike Davis,Record: 9-2-0,"6'' 0'"",155,72,Orthodox,Oct 07 1992,6.24,1.39,53,33,6.76,69,57,0
1991,Brandon Davis,Record: 10-9-0,"5'' 10'"",135,72,Orthodox,May 08 1990,4.63,0.7,35,45,4.46,56,60,0.1
1992,Danny Davis,Record: 13-11-1,"6'' 2'"",170,,"",Jul 28 1982,0,0,0,0,0,0,0,0
1993,Alexis Davis,Record: 21-11-0,"5'' 6'"",135,68,Orthodox,Oct 04 1984,4.63,0.95,49,44,4.45,34,54,0.7
1994,Justin Davis,Record: 13-16-0,"5'' 11'"",205,,"",Apr 01 1983,0,0,0,0,0,0,0,0
1995,Mike Davis,Record: 2-0-0,--,,,"",--,0,0,0,0,0,0,0,0
1996,Lemont Davis,Record: 2-6-0,"5'' 8'"",170,,Orthodox,--,0.87,1,54,50,1.27,0,55,1
1997,Phil Davis,Record: 17-4-0 (1 NC),"6'' 2'"",205,79,Orthodox,Sep 25 1984,2.85,2.99,34,38,1.33,72,72,0.6
1998,LC Davis,Record: 23-8-0,"5'' 8'"",135,69,Southpaw,Oct 28 1980,2.04,2.27,30,46,2.1,66,59,0.2
1999,Marcus Davis,Record: 22-11-0 (1 NC),"5'' 10'"",170,70,Southpaw,Aug 24 1973,2.72,1.6,39,48,2.79,47,65,1.4
2000,Rick Davis,Record: 3-1-1,"5'' 9'"",155,,Orthodox,--,3.09,0,50,0,6.19,0,64,0
2001,Brian Davidson,Record: 13-4-0,"5'' 6'"",145,,"",--,0,0,0,0,0,0,0,0
2002,Chris Daukaus,Record: 12-5-0,"6'' 3'"",250,76,Orthodox,Sep 25 1989,6.47,0,50,0,4.02,100,59,0
2003,Kyle Daukaus,Record: 11-2-0 (1 NC),"6'' 3'"",185,76,Southpaw,Feb 27 1993,3.04,2.4,54,31,2.49,86,40,2.2
2004,Sean Daugherty,Record: 0-2-0,"6'' 0'"",175,,"",Dec 04 1975,0,0,0,0,0,0,0,0
2005,Beneil Dariush,Record: 21-4-1,"5'' 10'"",155,72,Southpaw,May 06 1989,3.8,2.11,49,34,2.58,81,58,1
2006,Karen Darabedyan,Record: 13-6-0,"5'' 7'"",155,68,Orthodox,Dec 18 1986,3.43,2.14,51,75,2.62,0,67,0
2007,Mac Danzig,Record: 21-12-1,"5'' 8'"",155,70,Orthodox,Jan 02 1980,3.39,1.2,48,37,3.44,46,57,0.6
2008,Eduardo Dantas,Record: 20-4-0,"5'' 10'"",135,,"",Feb 03 1989,3.33,4,60,23,3,100,60,0
2009,Alexandre Dantas,Record: 0-3-0,"6'' 2'"",238,,Orthodox,Mar 01 1979,0.21,0,25,0,1.87,0,60,3.1
2010,Marques Daniels,Record: 5-5-0,--,155,,"",--,0,0,0,0,0,0,0,0
2011,Raymond Daniels,Record: 0-1-0,"6'' 2'"",185,,Southpaw,--,0,0,0,0,2.61,33,38,3
2012,Jarjis Danho,Record: 7-1-1 (1 NC),"6'' 3'"",265,74,Orthodox,Oct 15 1983,3.38,0.51,50,16,5.25,100,49,0
2013,Cindy Dandois,Record: 8-3-0,"5'' 7'"",135,,Orthodox,Oct 26 1984,3.13,5,32,55,3.4,0,58,0
2014,Batgerel Danaa,Record: 12-3-0,"5'' 7'"",135,70,Orthodox,Jul 04 1989,5.66,0.53,37,50,3.45,57,56,0
2015,Carina Damm,Record: 2-13-0,"5'' 4'"",135,,"",--,0,0,0,0,0,0,0,0
2016,Rodrigo Damm,Record: 13-9-0,"5'' 7'"",155,71,Orthodox,Feb 03 1980,3.5,0.44,36,16,5.61,80,57,0.3
