id,fighter_name,fighter_record,height,weight,reach,stance,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg
202,Sasha Palatnikov,Record: 6-4-0,"6'' 1'"",170,72,Switch,Mar 15 1989,6.69,0.72,53,100,5.44,70,52,0
203,Bart Palaszewski,Record: 36-17-0,"5'' 9'"",145,70,Orthodox,May 30 1983,2.67,0.65,32,31,3.97,53,57,0.5
204,Ricky Palacios,Record: 10-1-0,"5'' 6'"",145,,Orthodox,Jul 05 1987,7.73,0,53,0,3.27,100,59,0
205,Jose Palacios,Record: 3-2-0,"5'' 9'"",145,,Orthodox,--,2.67,0,70,0,1,50,79,1.7
206,Fredson Paixao,Record: 10-5-0 (1 NC),"5'' 6'"",145,66,Orthodox,May 13 1979,1.71,0.62,54,11,2.31,10,62,2.2
207,Dinis Paiva Jr.,Record: 13-8-0,"5'' 9'"",145,71,Southpaw,May 26 1988,2.6,0,41,0,2.73,81,67,0
208,Raulian Paiva,Record: 21-4-0,"5'' 8'"",135,69,Orthodox,Oct 17 1995,4.13,0.58,42,23,5.11,75,48,0.2
209,Josh Paiva,Record: 8-2-0,"5'' 6'"",125,,"",Apr 05 1991,0,0,0,0,0,0,0,0
210,Dustin Pague,Record: 12-11-0,"5'' 9'"",135,74,Orthodox,Aug 05 1987,1.65,1.03,53,44,2.96,55,41,2.6
211,Michael Page,Record: 12-0-0,"6'' 2'"",170,,"",Apr 07 1987,4.53,3.4,76,100,0.45,100,77,0
212,Damacio Page,Record: 19-10-0,"5'' 6'"",135,66,Orthodox,Sep 30 1982,2.05,2.63,38,64,2.47,23,51,0.9
213,Fernando Padilla,Record: 13-4-0,"6'' 1'"",155,,"",Dec 15 1996,0,0,0,0,0,0,0,0
214,Gary Padilla,Record: 12-6-0,"5'' 11'"",205,,"",May 04 1980,2.2,0,27,0,2,50,76,0
215,Cyrillo Padilha,Record: 3-3-0,"5'' 11'"",155,,"",Jan 23 1978,0,0,0,0,0,0,0,0
216,George Pacurariu,Record: 10-5-0,"5'' 7'"",135,,"",Jul 28 1984,4.69,5.03,53,100,2.68,100,63,5
217,Teemu Packalen,Record: 8-3-0,"6'' 1'"",155,75,Orthodox,May 22 1987,2.57,2.31,54,25,3.91,100,47,1.5
218,Larissa Pacheco,Record: 10-2-0,"5'' 7'"",135,,Orthodox,Sep 07 1994,1.21,0,19,0,4.14,0,55,0
219,Nick Pace,Record: 8-3-0,"5'' 7'"",135,68,Orthodox,Apr 17 1987,1.48,2.52,34,43,3.14,54,57,0.5
220,Raquel Pa'aluhi,Record: 6-5-0,"5'' 7'"",135,,"",--,1.71,0,56,0,3.42,18,46,0
221,Shungo Oyama,Record: 14-19-0,"5'' 11'"",185,,Southpaw,Apr 11 1974,0.64,1.07,25,57,1.96,62,57,0.5
222,Craig Oxley,Record: 0-3-0,"5'' 9'"",155,,"",Feb 14 1973,0,0,0,0,0,0,0,0
223,Valentijn Overeem,Record: 30-32-0,"6'' 3'"",230,,Orthodox,Aug 17 1976,0.93,1.86,34,50,1.49,0,58,4.7
224,Alistair Overeem,Record: 47-19-0 (1 NC),"6'' 4'"",265,80,Orthodox,May 17 1980,3.67,1.42,64,55,2.44,73,57,0.8
225,Sidney Outlaw,Record: 8-4-0,"5'' 8'"",170,74,Orthodox,Apr 11 1992,0.13,3,33,75,0.8,0,71,3
226,Artur Oumakhanov,Record: 9-6-0,"5'' 7'"",154,,Orthodox,Feb 27 1979,1.2,3,33,75,1.67,33,82,0
227,Zak Ottow,Record: 17-7-0,"5'' 11'"",170,72,Orthodox,Dec 22 1986,2.63,0.97,36,29,2.73,57,58,0.4
228,Takafumi Otsuka,Record: 22-13-2,"5'' 6'"",139,,Orthodox,--,1.29,1.64,27,27,2.12,65,67,0
229,Alexander Otsuka,Record: 5-13-0,"6'' 1'"",205,,Orthodox,Jul 17 1971,0.9,1.51,55,43,1.16,53,51,0.8
230,Pedro Otavio,Record: 19-8-0,"6'' 3'"",245,,Orthodox,--,0,0,0,0,0,0,0,0
231,Rachael Ostovich,Record: 4-6-0,"5'' 3'"",125,62,Orthodox,Feb 25 1991,2.54,2.03,43,83,3.97,66,57,0.8
232,Nissen Osterneck,Record: 12-4-0,"6'' 2'"",185,,Orthodox,May 01 1981,3.15,0.63,58,12,2.9,42,41,1.3
233,Nick Osipczak,Record: 6-3-0,"6'' 2'"",170,76,Orthodox,Dec 30 1984,2.83,1.2,50,45,3.77,71,50,1
234,Kurt Osiander,Record: 4-1-0,--,185,,"",--,0,0,0,0,0,0,0,0
235,Ode Osbourne,Record: 10-4-0 (1 NC),"5'' 7'"",125,73,Southpaw,Jan 09 1992,4.74,1.09,44,25,4.92,66,42,0.5
236,Kenji Osawa,Record: 20-11-2,"5'' 7'"",135,66,Orthodox,Nov 04 1976,2.34,0.91,35,58,2.14,68,63,0.7
237,Dustin Ortiz,Record: 19-8-0,"5'' 5'"",125,65,Orthodox,Dec 25 1988,2.94,3.01,44,36,2.17,52,56,0.1
238,Jorge Ortiz,Record: 18-9-1 (1 NC),"6'' 0'"",185,,Orthodox,--,3.53,0,58,0,2.8,0,73,0
239,Tito Ortiz,Record: 19-12-1,"6'' 3'"",205,74,Orthodox,Jan 23 1975,2.59,2.47,46,35,2.88,54,60,0.6
240,Brian Ortega,Record: 15-2-0 (1 NC),"5'' 8'"",145,69,Switch,Feb 21 1991,4.15,0.87,38,24,6.69,56,49,1.2
241,Sam Oropeza,Record: 13-3-0,"6'' 2'"",170,,"",--,7.68,3.6,56,33,1.44,100,70,0
242,Chibwikem Onyenegecha,Record: 5-0-0,"6'' 3'"",185,,Orthodox,Apr 18 1994,5.6,0,55,0,3.4,100,52,0
243,Charlie Ontiveros,Record: 11-8-0,"6'' 2'"",185,78,Switch,Jul 04 1991,0.7,0,32,0,4.6,25,26,0
244,David Onama,Record: 9-1-0,"5'' 11'"",145,74,Orthodox,Jun 07 1994,6.49,0,51,0,6.86,42,47,0
245,Michihiro Omigawa,Record: 17-14-1,"5'' 6'"",145,68,Orthodox,Dec 19 1975,2.01,1.19,39,36,3.06,49,64,1.5
246,Daniel Omielanczuk,Record: 19-8-1 (1 NC),"6'' 0'"",247,74,Southpaw,Aug 31 1982,3.09,0.56,57,26,3.29,68,47,0.1
247,Alan Omer,Record: 20-5-0,"5'' 10'"",145,,Orthodox,Sep 14 1988,3.49,1.69,55,42,2.21,66,64,0
248,Gadzhi Omargadzhiev,Record: 13-1-0,"6'' 1'"",185,71,Switch,Feb 24 1993,1.21,1.64,41,66,1.81,0,38,0.8
249,Cameron Olson,Record: 7-3-0 (1 NC),"6'' 1'"",205,75,Orthodox,Nov 22 1989,3.13,3,47,42,2.2,100,57,1
250,Dennis Olson,Record: 14-11-0,"6'' 0'"",170,,"",--,1.02,2.77,42,40,5.27,0,38,0
251,Casey Olson,Record: 14-5-0,"5'' 7'"",145,,Orthodox,--,2.48,3.54,60,57,0,100,100,1.8
252,Shana Olsen,Record: 5-2-0,"5'' 7'"",145,,"",Dec 17 1980,0,0,0,0,0,0,0,0
253,Andy Ologun,Record: 3-1-0,"6'' 0'"",154,,Orthodox,Jun 12 1983,2.36,0.68,57,100,0.32,80,85,0
254,Felipe Olivieri,Record: 14-5-0 (1 NC),"5'' 9'"",155,,Orthodox,Apr 12 1985,6.68,0,58,0,4.6,71,57,0
255,Wendell Oliveira Marques,Record: 29-10-0,"5'' 10'"",170,,Orthodox,Jun 01 1983,3.77,0,47,0,4.4,100,47,0
256,Saimon Oliveira,Record: 18-4-0,"5'' 4'"",135,72,Orthodox,Apr 21 1991,2.73,1.5,44,42,3.1,31,54,2
257,Bruno Oliveira,Record: 8-2-0,"6'' 4'"",205,80,Orthodox,May 02 1984,3.44,0,33,0,4.92,0,54,0
258,Maria Oliveira,Record: 12-5-0,"5'' 5'"",115,69,Orthodox,Dec 12 1996,4.1,0,37,0,5.37,50,46,0
259,Alex Oliveira,Record: 22-12-1 (2 NC),"5'' 11'"",170,76,Orthodox,Feb 21 1988,2.99,2.35,51,38,2.55,63,46,0.6
260,Ednaldo Oliveira,Record: 17-3-1 (1 NC),"6'' 5'"",205,,Orthodox,Feb 19 1984,1.03,0,22,0,1.8,42,52,0
261,Jorge Oliveira,Record: 5-3-1 (1 NC),"6'' 1'"",205,,"",--,0,0,0,0,0,0,0,0
262,Charles Oliveira,Record: 33-8-0 (1 NC),"5'' 10'"",155,74,Orthodox,Oct 17 1989,3.53,2.46,53,40,3.18,57,52,2.9
263,Rafaello Oliveira,Record: 17-8-0,"5'' 8'"",155,71,Orthodox,Jan 26 1982,2.19,2.49,33,36,3.38,11,59,1.6
264,Michal Oleksiejczuk,Record: 16-5-0 (1 NC),"6'' 0'"",205,74,Southpaw,Feb 22 1995,4.75,0.73,49,42,4.27,47,64,0
265,Aleksei Oleinik,Record: 60-16-1,"6'' 2'"",240,80,Orthodox,Jun 20 1977,3.5,2.09,49,46,3.99,33,45,2.2
266,Masakatsu Okuda,Record: 8-5-0,--,,,"",--,0,0,0,0,4.27,0,34,4.3
267,Kazuki Okubo,Record: 7-9-0,"5'' 11'"",175,,Orthodox,--,1.53,0.51,38,25,1.97,36,46,2
268,JJ Okanovich,Record: 7-1-0,"5'' 11'"",155,76,Orthodox,Nov 04 1990,6.93,0,55,0,5.27,100,50,0
269,Yushin Okami,Record: 34-12-0,"6'' 2'"",170,75,Southpaw,Jul 21 1981,2.06,1.98,38,39,2.25,84,60,0.5
270,Takayuki Okada,Record: 3-3-2,"6'' 1'"",290,,Orthodox,--,0,0,0,0,0,0,0,0
271,Koji Oishi,Record: 25-10-10,"5'' 8'"",170,,Orthodox,May 31 1977,1.43,0,9,0,17.86,0,43,0
272,Michiyoshi Ohara,Record: 0-2-0,"5'' 10'"",205,,Orthodox,--,0.28,0,29,0,3.13,33,48,0
273,Andy Ogle,Record: 9-6-0,"5'' 8'"",145,69,Orthodox,Feb 16 1989,2.24,1.44,44,26,2.23,58,50,0
274,Trey Ogden,Record: 15-5-0,"5'' 11'"",155,72,Orthodox,Nov 14 1989,2.73,1,45,25,4.6,100,34,2
275,Naoya Ogawa,Record: 7-2-0,"6'' 4'"",255,,Orthodox,Mar 31 1968,2.41,1.25,42,100,1.66,66,47,1.2
276,Volkan Oezdemir,Record: 17-6-0,"6'' 2'"",205,75,Orthodox,Sep 19 1989,4.75,0.31,45,18,4.27,80,53,0
277,Richard Odoms,Record: 13-3-0,"6'' 5'"",265,,Orthodox,May 08 1975,0,0,0,0,0,0,0,0
278,Christian Ocon,Record: 2-1-0,"5'' 8'"",135,69,Orthodox,Feb 05 1996,1.73,0,53,0,5.27,63,34,0
279,Nobuhiro Obiya,Record: 12-5-1,"5'' 8'"",145,,Orthodox,Jan 15 1981,0.63,0.5,28,50,2.53,41,55,0.5
280,Takahiro Oba,Record: 5-7-1,"5'' 8'"",200,,Southpaw,--,0.23,0,25,0,1.82,0,69,0
281,Brendan O'Reilly,Record: 6-3-0 (1 NC),"5'' 7'"",170,69,Orthodox,Jun 24 1987,1.9,2.22,47,43,2.77,36,39,0.6
282,Casey O'Neill,Record: 9-0-0,"5'' 6'"",125,69,Orthodox,Oct 07 1997,8.65,2.59,57,44,4.68,60,57,1
283,Chuck O'Neil,Record: 17-9-0,"6'' 2'"",170,,"",Sep 22 1985,3.13,0,37,0,4.4,0,72,0
284,Jeremiah O'Neal,Record: 13-25-0,"5'' 8'"",260,,"",Oct 25 1977,1.15,0,40,0,7.5,0,23,0
285,Sean O'Malley,Record: 15-1-0,"5'' 11'"",135,72,Switch,Oct 24 1994,8.26,0.59,62,50,3.52,64,66,0.6
286,Sean O'Haire,Record: 4-2-0,"6'' 5'"",270,,Orthodox,Feb 25 1971,8.28,0,57,0,22.76,0,21,0
287,Dan O'Connor,Record: 6-6-0 (1 NC),"5'' 4'"",115,,"",Nov 17 1982,4,0,56,0,5.1,100,54,0
288,Sean O'Connell,Record: 17-9-0,"6'' 1'"",205,74,Orthodox,Sep 02 1983,5.46,0,48,0,6.77,30,45,0.5
289,TJ O'Brien,Record: 20-8-0,"6'' 2'"",155,,Orthodox,Jan 01 1987,3.77,0.94,46,100,4.78,0,57,0
290,Jake O'Brien,Record: 15-4-0,"6'' 3'"",205,76,Orthodox,Sep 25 1984,1.31,6.39,31,54,1.92,25,69,0.2
291,Umar Nurmagomedov,Record: 14-0-0,"5'' 8'"",145,69,Orthodox,Mar 01 1996,3.61,7.56,64,37,0.67,0,83,2.5
292,Abubakar Nurmagomedov,Record: 16-3-1,"5'' 11'"",170,72,Orthodox,Nov 13 1989,3.59,1.68,49,33,2.52,0,69,0
293,Said Nurmagomedov,Record: 15-2-0,"5'' 8'"",135,70,Orthodox,Apr 05 1992,4.75,0.44,46,7,2.35,77,61,0.4
294,Khabib Nurmagomedov,Record: 29-0-0,"5'' 10'"",155,70,Orthodox,Sep 20 1988,4.1,5.32,48,48,1.75,84,65,0.8
295,Josiane Nunes,Record: 9-1-0,"5'' 2'"",145,67,Southpaw,Dec 23 1993,7.54,0,42,0,4.37,70,52,0
296,Istela Nunes,Record: 6-3-0 (1 NC),"5'' 4'"",115,66,Orthodox,Jul 23 1992,5.4,0,43,0,4.01,41,61,0
297,Nina Nunes,Record: 10-7-0,"5'' 5'"",115,64,Orthodox,Dec 03 1985,4.64,0.28,47,40,3.5,76,53,0.6
298,Amanda Nunes,Record: 21-5-0,"5'' 8'"",135,69,Orthodox,May 30 1988,4.55,2.46,51,54,2.81,82,55,0.8
299,Diego Nunes,Record: 19-7-0,"5'' 6'"",145,67,Orthodox,Nov 30 1982,2.72,1.18,43,44,2.59,65,58,0.6
300,Shayilan Nuerdanbieke,Record: 37-10-0,"5'' 8'"",145,69,Orthodox,May 04 1994,1.13,3,30,27,2.93,33,45,0
301,Phillipe Nover,Record: 11-8-1,"5'' 9'"",145,72,Orthodox,Feb 03 1984,1.79,0.99,35,28,2.48,44,56,0.7
302,Jason Novelli,Record: 11-3-1,"6'' 0'"",155,,Orthodox,Jun 08 1979,1.73,0.7,24,33,3.55,100,66,0
303,Jonatas Novaes,Record: 13-5-0,"5'' 11'"",170,,"",Mar 02 1981,0,0,0,0,0,0,0,0
304,Shohei Nose,Record: 7-2-0,--,135,,"",--,0,0,0,0,0,0,0,0
305,Scott Norton,Record: 7-1-0,"5'' 10'"",170,,Orthodox,Mar 15 1973,0.67,2.52,30,25,0.34,0,60,0
306,Jan Nortje,Record: 2-6-0,"6'' 1'"",310,,Southpaw,Apr 11 1975,3.32,0,51,0,4.5,66,32,2.9
307,Sage Northcutt,Record: 11-2-0,"6'' 0'"",170,71,Orthodox,Mar 01 1996,3.58,1.81,52,34,1.96,41,58,0.6
308,KJ Noons,Record: 13-9-0 (1 NC),"5'' 10'"",155,70,Orthodox,Dec 07 1982,3.68,0.08,35,20,3.78,68,65,0
309,Nick Nolte,Record: 5-4-0,"6'' 0'"",170,,"",--,0,0,0,0,0,0,0,0
310,Kyle Noke,Record: 22-10-1,"6'' 1'"",170,76,Southpaw,Mar 18 1980,3.23,1.53,50,54,2.09,66,64,0.8
311,Talita Nogueira,Record: 6-0-0,"5'' 10'"",145,,"",Oct 13 1985,0,0,0,0,0,0,0,0
312,Alexandre Franca Nogueira,Record: 18-6-3,"5'' 7'"",145,,Orthodox,Jan 15 1978,0.6,0,20,0,4.18,0,57,0
313,Rogerio Nogueira,Record: 23-10-0,"6'' 2'"",205,75,Southpaw,Jun 02 1976,2.43,0.64,35,44,2.34,62,59,0.8
314,Antonio Rodrigo Nogueira,Record: 34-10-1 (1 NC),"6'' 3'"",240,77,Orthodox,Jun 02 1976,1.95,1.3,42,29,2.4,36,55,2.4
315,Jacob Noe,Record: 3-11-0 (1 NC),--,205,,"",--,0,0,0,0,0,0,0,0
316,Pedro Nobre,Record: 18-4-2 (1 NC),"5'' 5'"",135,,"",Feb 13 1986,1.37,0,30,0,9.16,0,35,0
317,Kyle Noblitt,Record: 11-2-0,"6'' 2'"",243,,"",Dec 26 1989,0,0,0,0,0,0,0,0
318,Derrick Noble,Record: 27-15-1,"5'' 9'"",170,,Southpaw,Aug 14 1978,6.21,0,40,0,3.79,0,59,0
319,Chidi Njokuani,Record: 21-7-0 (1 NC),"6'' 3'"",185,80,Orthodox,Dec 31 1988,3.91,0,72,0,1.53,78,58,0
320,Anthony Njokuani,Record: 16-12-0 (1 NC),"6'' 1'"",155,75,Orthodox,Mar 01 1980,3.94,0.5,46,45,2.41,53,65,0.2
321,Akiyo Nishiura,Record: 13-8-1,"5'' 8'"",139,,Southpaw,Aug 08 1983,1.59,0,57,0,1.26,52,57,0.3
322,Yosuke Nishijima,Record: 0-5-0,"5'' 9'"",205,,Orthodox,May 15 1973,1.72,0,37,0,5.59,0,56,0
323,Soichi Nishida,Record: 5-10-1,"5'' 11'"",320,,Orthodox,--,0,0,0,0,0,0,0,0
324,Guangyou Ning,Record: 5-4-1,"5'' 4'"",145,64,Southpaw,Dec 15 1981,2.66,1.09,41,50,1.91,62,61,0.3
325,Mats Nilsson,Record: 11-4-1,"6'' 1'"",170,,Orthodox,Dec 05 1983,2.99,3.87,39,83,5.62,44,63,2.3
326,Jack Nilson,Record: 2-6-0,--,,,"",--,0,0,0,0,0,0,0,0
327,Hans Nijman,Record: 9-7-0,"6'' 0'"",250,,Switch,Oct 23 1959,0,0,0,0,0,0,0,0
328,Ramsey Nijem,Record: 9-6-0,"5'' 11'"",155,75,Orthodox,Apr 01 1988,3.05,5.32,44,62,1.62,55,62,1.1
329,Tom Niinimaki,Record: 22-8-1,"5'' 9'"",145,69,Orthodox,Jul 25 1982,1.91,2.97,54,46,2.31,33,58,0.5
330,Khomkrit Niimi,Record: 6-10-0,"5'' 2'"",125,,"",--,0,0,0,0,5.73,0,44,0
331,Jaimelene Nievera,Record: 7-4-0,"5'' 5'"",125,,Orthodox,Oct 28 1984,1.67,1.79,53,16,8.73,0,33,0
332,Matheus Nicolau,Record: 18-3-1,"5'' 6'"",125,66,Orthodox,Jan 06 1993,3.64,1.46,52,42,3.09,93,67,1
333,Mike Nickels,Record: 9-5-0,"6'' 4'"",205,,Orthodox,Dec 13 1971,4.44,11.11,52,80,1.11,0,64,2.8
334,Alex Nicholson,Record: 7-4-0,"6'' 4'"",185,77,Orthodox,May 02 1990,4.12,0,43,0,4.65,50,47,0.5
335,Steven Nguyen,Record: 8-1-0,"5'' 11'"",145,73,Switch,May 19 1993,7.36,0,43,0,7.47,77,56,0
336,Ben Nguyen,Record: 16-8-0,"5'' 5'"",125,65,Switch,Aug 03 1988,3.51,0.25,40,33,3.01,63,59,1
337,Francis Ngannou,Record: 17-3-0,"6'' 4'"",250,83,Orthodox,Sep 05 1986,2.33,0.76,41,62,2.16,71,41,0.3
338,Emanuel Newton,Record: 26-12-1,"6'' 1'"",205,,"",Jan 02 1984,1.92,2.02,49,100,1.35,0,51,0
339,Carlos Newton,Record: 16-14-0,"5'' 9'"",170,,Orthodox,Aug 17 1976,0.65,2.47,41,70,1.55,43,44,0.9
340,Jeff Newton,Record: 4-2-0,"6'' 2'"",205,,Sideways,Dec 11 1966,0.28,0,20,0,1.41,0,52,8.5
341,Journey Newson,Record: 10-3-0 (1 NC),"5'' 5'"",135,67,Orthodox,Mar 07 1989,3.26,0.96,36,50,2.62,0,64,0.5
342,Nick Newell,Record: 14-2-0,"5'' 10'"",155,,Southpaw,Mar 17 1986,3.53,0,46,0,4.07,33,36,0
343,Julio Cesar Neves Jr.,Record: 33-1-0,"5'' 8'"",145,,"",Apr 25 1994,1.98,1.06,35,25,4.81,76,51,0
344,Antonio Braga Neto,Record: 9-3-0 (1 NC),"6'' 3'"",185,77,Orthodox,Oct 29 1987,1.36,3.07,33,37,3.92,0,45,0.5
345,Mario Neto,Record: 13-5-0,"6'' 0'"",229,,Orthodox,--,1.89,2.84,50,100,1.89,0,70,0
346,Lissette Neri,Record: 6-4-0,"5'' 2'"",145,,"",Aug 05 1987,0,0,0,0,0,0,0,0
347,Kyle Nelson,Record: 13-4-0,"5'' 11'"",155,71,Switch,Apr 20 1991,3.63,0.96,41,12,6.82,60,47,1.9
348,Gunnar Nelson,Record: 18-5-1,"5'' 11'"",170,72,Switch,Jul 28 1988,1.83,1.86,60,60,3.05,66,50,0.9
349,Roy Nelson,Record: 22-14-0,"6'' 0'"",263,73,Orthodox,Jun 20 1976,2.18,1.14,36,27,4.79,65,46,0.1
350,Shane Nelson,Record: 16-7-0,"5'' 9'"",155,70,Southpaw,Nov 29 1984,1.38,1.31,31,18,2.84,54,61,1.6
351,Steve Nelmark,Record: 2-1-0,"6'' 0'"",240,,Orthodox,--,0,0,0,0,0,0,0,0
352,Nicolae Negumereanu,Record: 12-1-0,"6'' 0'"",205,78,Orthodox,Sep 04 1994,3.39,0.65,39,18,5.92,62,38,0
353,Josh Neer,Record: 36-16-1,"5'' 11'"",170,72,Orthodox,Mar 24 1983,3.29,1.09,46,34,3.63,46,58,1.3
354,Stanislav Nedkov,Record: 12-2-0 (1 NC),"5'' 11'"",205,71,Orthodox,Dec 09 1981,3.33,2.77,43,41,5.39,0,43,0
355,Geoff Neal,Record: 14-4-0,"5'' 11'"",170,75,Southpaw,Aug 28 1990,4.63,0.5,49,50,4.91,85,62,0.2
356,Joe Neal,Record: 6-2-0,"5'' 6'"",135,,"",Jul 29 1986,1.87,0,19,0,3.8,0,66,0
357,Josh Neal,Record: 5-11-0,"6'' 0'"",185,,"",--,0,0,0,0,0,0,0,0
358,Dustin Neace,Record: 25-21-1 (1 NC),"5'' 9'"",145,,"",Sep 12 1986,2.08,0,32,0,2.66,0,56,1.7
359,Tafon Nchukwi,Record: 6-2-0,"6'' 0'"",205,77,Orthodox,Oct 14 1994,6.12,0.96,52,57,3.87,71,56,0
360,Marcio Navarro,Record: 14-14-0,"6'' 0'"",155,,"",Sep 17 1978,0,0,0,0,0,0,0,0
361,Danny Navarro,Record: 17-7-0,"5'' 10'"",155,,"",May 27 1983,3.83,2.17,32,25,4.62,100,57,0
362,Ismail Naurdiev,Record: 19-4-0,"5'' 10'"",170,74,Orthodox,Aug 18 1996,3.17,1.25,52,71,1.3,70,68,0.2
363,Kevin Natividad,Record: 9-3-0,"5'' 6'"",145,70,Orthodox,Apr 02 1993,2.63,0,24,0,4.02,100,54,0
364,Rafael Natal,Record: 21-9-1,"6'' 0'"",185,77,Orthodox,Dec 25 1982,3.1,2.55,47,34,2.48,77,57,0.5
365,Pawel Nastula,Record: 5-6-0,"6'' 0'"",230,,Southpaw,Jun 26 1970,1.3,3,43,60,1.73,0,50,1.5
366,Nasrudin Nasrudinov,Record: 9-1-0,"6'' 0'"",205,71,Orthodox,Oct 06 1991,1.03,2.2,87,50,0.29,40,75,0
367,Reza Nasri,Record: 0-1-0,"5'' 11'"",205,,Orthodox,--,0,0,0,0,0,0,0,0
368,Bobby Nash,Record: 8-4-0,"6'' 0'"",170,74,Orthodox,Mar 26 1990,3.42,2.37,37,33,3.95,100,51,1.6
369,Rodrigo Nascimento,Record: 9-1-0,"6'' 2'"",246,80,Orthodox,Nov 26 1992,5.46,1.71,57,40,6.14,100,38,1.7
370,Allan Nascimento,Record: 19-6-0,"5'' 8'"",125,69,Orthodox,Sep 11 1991,3.31,1,61,20,2.38,16,50,0.7
371,Fabio Nascimento,Record: 11-6-0,"5'' 10'"",185,,Orthodox,--,2.94,0,38,0,4.63,55,55,0.8
372,Roger Narvaez,Record: 8-3-0,"6'' 3'"",185,,Southpaw,Sep 09 1983,2.12,0,37,0,3.32,50,64,0.9
373,Nad Narimani,Record: 12-4-0,"5'' 8'"",145,70,Orthodox,Apr 14 1987,3.33,1.92,42,41,3,70,58,0
374,Yasuhito Namekawa,Record: 25-16-4,"5'' 9'"",205,,Orthodox,Oct 27 1974,0.14,2.11,50,25,3.65,0,38,4.2
375,Rose Namajunas,Record: 12-5-0,"5'' 5'"",115,65,Orthodox,Jun 29 1992,3.66,1.61,40,57,3.5,60,60,0.6
376,Tyson Nam,Record: 20-12-1,"5'' 7'"",125,68,Orthodox,Oct 06 1983,3.64,0,31,0,5.69,100,64,0
377,Yui Chul Nam,Record: 18-8-1,"5'' 9'"",145,,Orthodox,Jul 16 1981,3.53,1.33,51,16,2,57,48,0.3
378,Yoshihiro Nakao,Record: 9-3-0 (2 NC),"6'' 0'"",220,,Southpaw,Jun 25 1972,1.73,2.69,35,46,2.06,0,64,0.5
379,Jutaro Nakao,Record: 25-19-4,"5'' 9'"",170,,Southpaw,Nov 30 1970,0.53,0.38,38,50,1.06,56,44,0
380,Rinya Nakamura,Record: 4-0-0,--,135,,"",Mar 23 1995,0,0,0,0,0,0,0,0
381,Yusaku Nakamura,Record: 14-4-1,"5'' 5'"",145,,"",Jun 21 1986,1.72,0,45,0,3.67,83,55,0
382,Daisuke Nakamura,Record: 28-19-1,"5'' 7'"",154,,Orthodox,Jun 10 1980,0.94,0.46,30,40,1.38,30,61,3.6
383,Keita Nakamura,Record: 34-10-2 (1 NC),"5'' 11'"",170,73,Southpaw,May 22 1984,2.23,1.65,36,48,3.2,63,58,0.3
384,Kazuhiro Nakamura,Record: 21-13-0,"5'' 11'"",205,70,Orthodox,Jul 16 1979,1.56,1.73,37,36,1.83,42,59,0.6
385,Rin Nakai,Record: 19-2-1,"5'' 1'"",135,,Orthodox,Oct 22 1986,1.57,3,33,18,3.9,75,60,0.5
386,Andrews Nakahara,Record: 5-4-2,"6'' 1'"",185,,Orthodox,Mar 12 1983,2.68,0,44,0,1.9,72,57,0.4
387,Yukiya Naito,Record: 15-6-2,"6'' 1'"",205,,Orthodox,--,1.54,0,33,0,5.13,0,60,0
388,Muhammad Naimov,Record: 5-1-0,"5'' 9'"",145,70,Orthodox,Aug 07 1994,3.47,0,41,0,5.87,25,44,0
389,Logan Nail,Record: 1-1-0,--,185,,"",Jun 20 1989,1.93,0,51,0,2.27,37,39,0
390,Greg Nagy,Record: 1-3-0,"6'' 1'"",210,,Orthodox,Oct 18 1983,0.41,0,50,0,2.69,0,37,1.2
391,Yuji Nagata,Record: 0-2-0,"6'' 0'"",225,,Orthodox,Apr 24 1968,1.45,0,40,0,14.46,0,4,0
392,Katsuhiko Nagata,Record: 6-7-3,"5'' 7'"",154,,Southpaw,Oct 31 1973,1.05,0.98,19,28,1.5,28,63,0
393,Na Liang,Record: 18-5-0,"5'' 5'"",115,67,Orthodox,Jul 27 1996,2.94,6.96,70,75,3.71,0,25,2.3
394,Fiona Muxlow,Record: 6-3-0,"5'' 4'"",145,,"",May 13 1977,1.44,0,27,0,5.45,0,34,0
395,Elvis Mutapcic,Record: 15-6-1,"6'' 0'"",185,72,Orthodox,Jul 19 1986,3.41,0,40,0,4.27,81,38,0
396,Max Mustaki,Record: 6-3-0,"6'' 0'"",155,,Orthodox,Nov 07 1987,8.2,0,50,0,13,0,45,0
397,Magomed Mustafaev,Record: 14-4-0,"5'' 8'"",155,71,Orthodox,Aug 02 1988,2.59,3.31,58,50,2.68,23,41,0.4
398,Andre Mussi,Record: 11-5-0,"6'' 3'"",242,,Orthodox,--,0,0,0,0,10.59,0,35,0
399,Nicholas Musoke,Record: 13-5-0 (1 NC),"6'' 0'"",170,75,Orthodox,Apr 05 1986,3.56,1.16,35,19,3.8,82,57,0.2
400,Azamat Murzakanov,Record: 11-0-0,"5'' 10'"",225,71,Southpaw,Apr 12 1989,2.69,1.09,43,16,3.42,0,56,0
401,Khalid Murtazaliev,Record: 14-2-0,"6'' 0'"",185,76,Orthodox,Jul 15 1993,4.8,7.5,69,100,0.4,33,78,0
402,Jesse Murray,Record: 8-4-0,"6'' 3'"",205,78,Orthodox,Jan 26 1993,2.38,0,28,0,7.72,0,43,0
