index,fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
1155,Joe Doerksen,75.0,1977-10-09,1.43,2.02,42.0,33.0,2.79,33.0,50.0,2.3,51,16,0,182.88,0,0,9
1156,John Dodson,66.0,1984-09-26,3.2,0.71,40.0,28.0,3.58,82.0,61.0,0.0,22,12,0,160.02,0,0,17
1157,AJ Dobson,76.0,1992-01-18,4.38,1.82,47.0,75.0,5.25,64.0,47.0,0.3,7,2,0,185.42,0,0,3
1158,Shana Dobson,69.0,1989-03-30,3.34,0.84,37.0,50.0,5.2,14.0,50.0,0.0,4,5,0,167.64,0,0,6
1159,Drew Dober,70.0,1988-10-19,4.58,0.68,40.0,17.0,4.46,56.0,51.0,0.1,27,12,0,172.72,0,0,22
1160,Russell Doane,70.0,1986-08-13,1.75,2.11,40.0,45.0,1.68,52.0,53.0,0.8,15,8,0,170.18,0,0,8
1161,Melissa Dixon,68.0,1991-07-23,3.47,0.0,54.0,0.0,3.2,75.0,55.0,0.0,6,0,0,170.18,0,0,1
1162,TJ Dillashaw,67.0,1986-02-07,5.09,1.56,41.0,30.0,3.47,77.0,62.0,0.8,18,5,0,167.64,0,0,18
1163,Nate Diaz,76.0,1985-04-16,4.57,1.05,45.0,30.0,3.77,41.0,52.0,1.3,22,13,0,182.88,0,0,27
1164,Nick Diaz,76.0,1983-08-02,5.71,1.28,42.0,32.0,3.84,60.0,59.0,1.0,26,10,0,185.42,0,0,15
1165,Hacran Dias,69.0,1984-06-16,2.08,2.5,41.0,39.0,3.31,76.0,55.0,0.5,23,6,1,172.72,0,0,8
1166,Blood Diamond,76.0,1988-07-10,3.12,0.0,55.0,0.0,2.17,73.0,48.0,0.0,3,3,0,180.34,0,0,3
1167,Tyler Diamond,69.0,1991-03-18,3.4,3.0,47.0,75.0,2.53,70.0,44.0,0.0,9,1,0,170.18,0,0,1
1168,Marc Diakiese,73.0,1993-03-16,2.69,3.32,40.0,44.0,2.73,68.0,53.0,0.0,16,7,0,177.8,0,0,14
1169,Cyrille Diabate,81.0,1973-10-06,4.06,1.17,71.0,83.0,1.78,53.0,60.0,0.2,19,10,1,198.12,0,0,8
1170,Alessio Di Chirico,74.0,1989-12-12,3.32,1.46,39.0,39.0,3.44,83.0,61.0,0.0,13,7,0,182.88,0,0,11
1171,Edwin DeWees,,1982-08-07,1.53,2.18,33.0,66.0,6.19,0.0,39.0,3.3,38,17,0,185.42,0,0,3
1172,Tony DeSouza,70.0,1974-07-26,1.12,2.25,52.0,42.0,1.57,40.0,41.0,1.5,11,4,0,182.88,0,0,6
1173,Mackenzie Dern,63.0,1993-03-24,3.36,0.81,40.0,15.0,4.09,40.0,51.0,1.5,13,3,0,162.56,0,0,11
1174,Jason Dent,71.0,1980-06-12,2.01,0.0,39.0,0.0,3.7,26.0,62.0,1.4,22,13,0,177.8,0,0,4
1175,Nick Denis,,1983-10-11,6.54,2.8,53.0,100.0,5.42,80.0,36.0,0.0,11,3,0,170.18,0,0,2
1176,Chris Dempsey,72.0,1987-09-08,2.25,2.64,32.0,23.0,2.82,16.0,65.0,0.0,11,5,0,177.8,0,0,4
1177,Vanessa Demopoulos,59.0,1988-09-22,3.44,0.49,43.0,13.0,5.06,30.0,43.0,0.7,10,5,0,157.48000000000002,0,0,6
1178,Jon Delos Reyes,67.0,1987-08-19,2.99,3.2,38.0,83.0,4.14,55.0,51.0,1.9,8,5,0,167.64,0,0,4
1179,Roland Delorme,71.0,1983-12-18,2.28,2.51,44.0,34.0,4.32,42.0,40.0,1.6,9,5,0,175.26,0,0,7
1180,Jack Della Maddalena,73.0,1996-09-10,7.2,0.27,53.0,20.0,4.83,82.0,67.0,0.3,16,2,0,180.34,0,0,6
1181,Rolando Delgado,77.0,1981-11-22,1.56,1.17,40.0,22.0,1.83,0.0,62.0,3.5,11,6,1,190.5,0,0,3
1182,Shane del Rosario,,1983-09-23,3.93,1.2,60.0,40.0,2.97,16.0,54.0,2.4,11,2,0,193.04,0,0,2
1183,Tom DeBlass,,1982-05-14,1.5,1.0,35.0,50.0,4.43,28.0,37.0,0.5,9,2,0,182.88,0,0,2
1184,Carl Deaton,69.0,1989-11-24,1.53,0.0,31.0,0.0,1.85,50.0,61.0,0.0,17,7,0,170.18,0,0,2
1185,Germaine de Randamie,71.0,1984-04-24,2.72,0.0,46.0,0.0,2.14,69.0,65.0,0.4,10,4,0,175.26,0,0,9
1186,Gloria de Paula,67.0,1995-06-10,4.89,0.74,53.0,37.0,3.77,65.0,66.0,0.5,6,5,0,165.1,0,0,4
1187,Isabela de Padua,64.0,1991-09-04,1.0,2.0,35.0,66.0,2.07,0.0,50.0,1.0,5,2,0,160.02,0,0,1
1188,Jorge de Oliveira,,1980-01-22,1.26,0.0,31.0,0.0,4.84,22.0,48.0,0.0,9,2,0,172.72,0,0,2
1189,Edilberto de Oliveira,,1982-11-22,4.12,0.0,32.0,0.0,6.79,0.0,61.0,0.0,29,15,2,182.88,0,0,2
1190,Rodrigo de Lima,,1991-03-12,1.29,2.66,33.0,36.0,5.5,0.0,32.0,1.3,8,3,1,170.18,0,0,2
1191,Mike de la Torre,71.0,1986-09-22,3.21,0.36,39.0,16.0,4.75,83.0,51.0,0.0,14,7,0,180.34,0,0,7
1192,Mark De La Rosa,65.0,1994-08-31,3.13,0.54,35.0,13.0,5.0,40.0,48.0,0.2,11,5,0,167.64,0,0,7
1193,Montana De La Rosa,68.0,1995-02-14,2.7,1.71,36.0,31.0,3.21,64.0,44.0,0.8,12,9,1,170.18,0,0,11
1194,Chris de la Rocha,80.0,1979-05-15,4.08,2.02,45.0,30.0,6.37,33.0,43.0,1.0,5,3,0,190.5,0,0,4
1195,Philip De Fries,79.0,1986-04-21,2.3,3.29,47.0,42.0,3.0,100.0,37.0,0.6,12,6,0,195.58,0,0,5
1196,Geraldo de Freitas,72.0,1991-09-30,3.67,3.0,52.0,45.0,2.62,59.0,50.0,0.0,12,6,0,170.18,0,0,3
1197,Yorgan De Castro,74.0,1986-12-19,2.46,0.0,43.0,0.0,3.85,77.0,53.0,0.0,6,3,0,182.88,0,0,4
1198,Martin Day,73.0,1988-11-10,3.97,0.72,45.0,60.0,3.79,65.0,53.0,0.5,8,6,0,177.8,0,0,4
1199,Jason Day,72.0,1981-05-19,3.61,1.13,54.0,100.0,3.46,0.0,47.0,0.0,19,12,0,182.88,0,0,3
1200,Grant Dawson,72.0,1994-02-20,2.97,3.68,51.0,36.0,2.27,40.0,45.0,1.5,20,2,1,177.8,0,0,10
1201,Hakeem Dawodu,73.0,1991-07-02,5.45,0.0,50.0,0.0,3.37,65.0,56.0,0.0,13,4,1,172.72,0,0,10
1202,Mike Davis,72.0,1992-10-07,5.83,3.04,52.0,53.0,6.2,69.0,56.0,0.2,10,2,0,182.88,0,0,4
1203,Brandon Davis,72.0,1990-05-08,4.68,0.74,35.0,42.0,4.62,57.0,58.0,0.1,14,10,0,177.8,0,0,9
1204,Alexis Davis,68.0,1984-10-04,4.63,0.95,49.0,44.0,4.45,34.0,54.0,0.7,21,11,0,167.64,0,0,14
1205,Phil Davis,79.0,1984-09-25,2.85,2.99,34.0,38.0,1.33,72.0,72.0,0.6,17,4,0,187.96,0,0,13
1206,Marcus Davis,70.0,1973-08-24,2.72,1.6,39.0,48.0,2.79,47.0,65.0,1.4,22,11,0,177.8,0,0,15
1207,Rick Davis,,,3.09,0.0,50.0,0.0,6.19,0.0,64.0,0.0,3,1,1,175.26,0,0,1
1208,Chris Daukaus,76.0,1989-09-25,6.05,0.0,50.0,0.0,4.64,100.0,55.0,0.0,12,7,0,190.5,0,0,8
1209,Kyle Daukaus,76.0,1993-02-27,3.22,2.12,52.0,25.0,2.94,82.0,42.0,1.9,11,4,0,190.5,0,0,7
1210,Beneil Dariush,72.0,1989-05-06,3.79,1.91,49.0,34.0,2.63,80.0,58.0,0.9,22,5,1,177.8,0,0,22
1211,Mac Danzig,70.0,1980-01-02,3.39,1.2,48.0,37.0,3.44,46.0,57.0,0.6,21,12,1,172.72,0,0,13
1212,Alexandre Dantas,,1979-03-01,0.21,0.0,25.0,0.0,1.87,0.0,60.0,3.1,0,3,0,187.96,0,0,2
1213,Jarjis Danho,74.0,1983-10-15,3.38,0.51,50.0,16.0,5.25,100.0,49.0,0.0,7,1,1,190.5,0,0,3
1214,Cindy Dandois,,1984-10-26,3.13,5.0,32.0,55.0,3.4,0.0,58.0,0.0,8,3,0,170.18,0,0,1
1215,Batgerel Danaa,70.0,1989-07-04,5.38,0.52,36.0,50.0,4.21,62.0,47.0,0.0,12,5,0,170.18,0,0,7
1216,Rodrigo Damm,71.0,1980-02-03,3.5,0.44,36.0,16.0,5.61,80.0,57.0,0.3,13,9,0,170.18,0,0,7
1217,Aisling Daly,64.0,1987-12-24,2.92,2.15,52.0,41.0,1.4,33.0,55.0,0.9,16,6,0,157.48000000000002,0,0,3
1218,Paul Daley,76.0,1983-02-21,3.14,0.91,47.0,40.0,2.37,64.0,60.0,0.0,39,15,2,175.26,0,0,3
1219,Nicolas Dalby,74.0,1984-11-16,3.93,1.18,43.0,31.0,3.39,62.0,52.0,0.1,22,4,1,180.34,0,0,11
1220,Alex Da Silva,73.0,1996-02-04,2.14,1.97,46.0,43.0,2.52,76.0,56.0,0.3,21,4,0,172.72,0,0,4
1221,Henrique da Silva,76.0,1989-09-01,3.89,0.25,60.0,14.0,5.28,22.0,40.0,0.2,14,5,0,190.5,0,0,6
1222,Ion Cutelaba,75.0,1993-12-14,4.63,4.75,43.0,58.0,3.29,77.0,48.0,0.0,17,9,1,185.42,0,0,15
1223,Chris Curtis,75.0,1987-07-15,5.36,0.0,50.0,0.0,6.3,92.0,54.0,0.0,30,10,0,177.8,0,0,7
1224,Kailin Curran,65.0,1991-04-11,3.89,2.0,43.0,57.0,4.75,61.0,53.0,0.6,4,5,0,162.56,0,0,7
1225,Jeff Curran,69.0,1977-09-02,1.54,0.35,31.0,12.0,2.48,35.0,60.0,1.2,36,18,1,167.64,0,0,3
1226,Luke Cummo,74.0,1980-04-27,1.74,0.89,43.0,55.0,1.5,42.0,59.0,1.4,6,6,0,182.88,0,0,7
1227,Patrick Cummins,76.0,1980-11-16,4.26,4.49,50.0,41.0,3.35,28.0,55.0,0.1,10,7,0,187.96,0,0,13
1228,Zak Cummings,75.0,1984-08-02,2.96,0.62,35.0,28.0,2.91,66.0,55.0,0.6,25,7,0,182.88,0,0,14
1229,Josh Culibao,73.0,1994-05-24,2.68,0.0,42.0,0.0,3.29,72.0,56.0,0.4,11,2,1,177.8,0,0,6
1230,Jay Cucciniello,,1986-07-23,0.93,0.0,21.0,0.0,4.73,71.0,36.0,0.0,8,1,0,170.18,0,0,1
1231,Aalon Cruz,78.0,1989-09-20,7.58,0.0,39.0,0.0,8.88,0.0,58.0,0.0,8,4,0,182.88,0,0,2
1232,Dominick Cruz,68.0,1985-03-09,3.91,2.82,33.0,42.0,2.61,83.0,70.0,0.1,24,4,0,172.72,0,0,10
1233,Marcio Cruz,,1978-04-24,2.92,0.53,46.0,7.0,1.51,37.0,68.0,1.6,8,3,0,193.04,0,0,4
1234,Jimmy Crute,74.0,1996-03-04,3.68,4.84,54.0,57.0,3.04,60.0,44.0,2.0,12,4,1,187.96,0,0,9
1235,Richard Crunkilton,,1979-11-25,1.72,4.08,41.0,61.0,1.45,65.0,58.0,1.3,19,4,0,170.18,0,0,1
1236,Daron Cruickshank,72.0,1985-06-11,2.88,2.04,38.0,41.0,2.98,60.0,57.0,0.2,18,10,0,172.72,0,0,13
1237,Allen Crowder,76.0,1989-11-08,2.95,1.85,51.0,33.0,2.95,100.0,56.0,1.2,10,4,0,190.5,0,0,3
1238,Kiefer Crosbie,70.0,1990-04-05,8.1,0.0,66.0,0.0,6.02,0.0,50.0,0.0,10,4,0,180.34,0,0,1
1239,Kevin Croom,73.0,1987-07-15,2.65,0.48,34.0,5.0,3.1,30.0,41.0,0.5,21,15,0,180.34,0,0,4
1240,Paul Creighton,,1970-06-04,0.72,5.37,75.0,37.0,4.65,0.0,30.0,0.0,3,1,0,167.64,0,0,1
1241,Tim Credeur,75.0,1977-07-09,3.59,0.41,30.0,100.0,3.13,50.0,57.0,3.3,12,4,0,190.5,0,0,5
1242,Alberto Crane,,1976-07-14,0.43,0.0,25.0,0.0,2.61,50.0,57.0,4.0,15,5,0,165.1,0,0,2
1243,Dan Cramer,,1985-10-31,0.97,0.0,30.0,0.0,2.1,66.0,31.0,0.5,11,4,0,187.96,0,0,2
1244,Paul Craig,76.0,1987-11-27,2.57,1.91,46.0,23.0,2.85,42.0,46.0,1.7,17,6,1,190.5,0,0,16
1245,Andrew Craig,76.0,1986-01-15,2.39,0.53,40.0,37.0,3.01,72.0,50.0,0.0,9,4,0,185.42,0,0,7
1246,Nathan Coy,69.0,1978-07-24,3.88,3.17,52.0,47.0,2.4,50.0,61.0,0.0,15,7,0,177.8,0,0,3
1247,Jeff Cox,,1968-08-02,0.56,4.23,25.0,50.0,1.69,80.0,33.0,0.0,10,7,0,177.8,0,0,2
1248,Hailey Cowan,67.0,1992-02-12,2.97,1.5,42.0,33.0,3.17,80.0,34.0,0.0,7,3,0,172.72,0,0,1
1249,Colby Covington,72.0,1988-02-22,4.1,4.05,39.0,45.0,3.05,72.0,55.0,0.2,17,3,0,180.34,0,0,15
1250,Ryan Couture,73.0,1982-08-27,3.54,1.55,45.0,29.0,2.87,46.0,54.0,1.3,11,5,0,177.8,0,0,2
1251,Randy Couture,75.0,1963-06-22,2.85,2.78,57.0,46.0,1.53,58.0,59.0,0.5,19,11,0,185.42,0,0,24
1252,Rashad Coulter,76.0,1981-11-27,4.82,0.0,56.0,0.0,6.68,62.0,50.0,0.0,9,4,0,180.34,0,0,4
1253,JC Cottrell,,1989-11-04,0.79,0.79,25.0,100.0,2.75,50.0,45.0,0.0,17,5,0,175.26,0,0,2
1254,Patrick Cote,75.0,1980-02-29,2.81,0.68,48.0,20.0,3.21,43.0,48.0,0.2,23,11,0,180.34,0,0,21
1255,Melquizael Costa,71.0,1996-09-14,5.11,1.87,45.0,37.0,2.53,42.0,64.0,0.6,20,6,0,177.8,0,0,2
1256,Alessandro Costa,67.0,1996-01-28,3.82,0.0,43.0,0.0,3.01,91.0,63.0,0.0,13,3,0,162.56,0,0,2
1257,Randy Costa,73.0,1994-07-06,6.53,0.0,46.0,0.0,7.58,50.0,58.0,0.0,6,4,0,175.26,0,0,6
1258,Paulo Costa,72.0,1991-04-21,6.5,0.53,60.0,75.0,6.38,79.0,47.0,0.0,14,2,0,185.42,0,0,8
1259,Orion Cosce,71.0,1994-07-15,2.77,1.92,53.0,40.0,4.02,61.0,44.0,0.0,8,2,0,180.34,0,0,3
1260,Louis Cosce,71.0,1995-08-27,4.31,1.04,45.0,20.0,5.35,50.0,47.0,0.5,7,2,0,175.26,0,0,2
1261,Tracy Cortez,65.0,1993-12-10,4.11,2.33,53.0,46.0,2.79,75.0,60.0,0.3,11,1,0,165.1,0,0,5
1262,Waldo Cortes-Acosta,78.0,1991-10-03,6.97,0.0,50.0,0.0,4.06,60.0,52.0,0.0,10,1,0,193.04,0,0,4
1263,Wesley Correira,,1978-11-11,2.6,0.0,36.0,0.0,8.8,90.0,40.0,0.0,20,16,0,190.5,0,0,4
1264,Bethe Correia,64.0,1983-06-22,4.37,0.39,43.0,18.0,4.93,85.0,56.0,0.0,11,6,1,165.1,0,0,12
1265,Nora Cornolle,67.0,1989-12-06,2.67,0.0,51.0,0.0,1.2,37.0,57.0,0.0,7,1,0,170.18,0,0,1
1266,Daniel Cormier,72.0,1979-03-20,4.25,1.83,52.0,44.0,2.92,80.0,54.0,0.4,22,3,0,180.34,0,0,15
1267,Akira Corassani,68.0,1982-08-27,3.25,0.7,45.0,28.0,4.91,86.0,50.0,0.0,12,6,0,172.72,0,0,6
1268,Josh Copeland,,1982-10-20,1.03,0.0,31.0,0.0,3.01,57.0,55.0,0.0,12,4,0,185.42,0,0,2
1269,Chris Cope,72.0,1983-03-05,3.96,0.0,26.0,0.0,4.82,80.0,50.0,0.0,8,4,0,182.88,0,0,3
1270,Kit Cope,,1977-03-17,1.18,0.0,52.0,0.0,2.12,50.0,35.0,3.5,6,7,0,182.88,0,0,1
1271,Amanda Cooper,64.0,1991-10-22,3.55,1.53,44.0,38.0,3.2,28.0,51.0,1.8,3,5,0,160.02,0,0,6
1272,Tristan Connelly,68.0,1985-12-12,3.31,0.33,51.0,14.0,2.96,60.0,50.0,0.3,14,8,0,177.8,0,0,3
1273,Carlos Condit,75.0,1984-04-26,3.66,0.59,39.0,46.0,2.67,38.0,55.0,1.0,32,14,0,187.96,0,0,19
1274,Wes Combs,,1973-06-18,2.14,0.0,48.0,0.0,4.73,0.0,45.0,0.0,20,6,0,187.96,0,0,2
1275,Christian Colombo,,1980-07-01,2.76,0.0,44.0,0.0,4.02,33.0,42.0,0.0,8,3,1,195.58,0,0,3
1276,Jake Collier,78.0,1988-10-25,5.8,0.71,44.0,33.0,5.08,67.0,50.0,0.6,13,10,0,190.5,0,0,14
1277,Clay Collard,73.0,1993-03-10,4.22,2.81,32.0,39.0,5.0,71.0,50.0,0.5,14,7,0,180.34,0,0,4
1278,Mark Coleman,75.0,1964-12-20,1.88,3.89,52.0,40.0,2.62,50.0,40.0,0.8,16,10,0,185.42,0,0,12
1279,Felipe Colares,69.0,1994-03-31,2.17,1.88,45.0,24.0,4.65,43.0,36.0,0.5,10,4,0,172.72,0,0,6
1280,John Cofer,,1984-04-29,2.73,1.22,41.0,50.0,3.43,64.0,62.0,0.0,8,4,0,175.26,0,0,2
1281,Brian Cobb,,,0.0,5.81,0.0,50.0,3.68,0.0,55.0,0.0,20,9,0,180.34,0,0,1
1282,Josh Clopton,,1981-07-11,1.6,2.0,64.0,66.0,2.87,75.0,50.0,0.0,6,2,1,167.64,0,0,2
1283,Chris Clements,70.0,1976-02-09,3.2,0.0,49.0,0.0,2.37,32.0,44.0,0.3,12,6,0,177.8,0,0,5
1284,Rich Clementi,72.0,1976-03-31,1.43,1.72,37.0,42.0,2.29,25.0,60.0,1.1,45,23,1,175.26,0,0,10
1285,Mitch Clarke,73.0,1985-11-24,2.35,0.64,34.0,15.0,3.27,50.0,47.0,0.4,11,5,0,177.8,0,0,7
1286,Jessica-Rose Clark,64.0,1987-11-28,3.73,1.66,51.0,42.0,3.51,62.0,58.0,0.3,11,9,0,165.1,0,0,9
1287,Devin Clark,75.0,1990-04-12,2.99,2.35,55.0,33.0,2.95,60.0,43.0,0.1,14,8,0,182.88,0,0,16
1288,Heather Clark,64.0,1980-09-19,3.69,0.33,49.0,4.0,5.62,80.0,50.0,0.3,7,6,0,167.64,0,0,3
1289,Logan Clark,,1985-02-16,2.2,0.31,54.0,100.0,1.49,30.0,53.0,2.1,18,6,0,187.96,0,0,1
1290,Misha Cirkunov,77.0,1987-02-27,3.86,4.15,51.0,39.0,3.06,76.0,57.0,1.7,15,9,0,190.5,0,0,13
1291,Hannah Cifers,62.0,1992-06-26,4.99,0.26,44.0,100.0,5.39,64.0,52.0,0.3,10,7,0,154.94,0,0,7
1292,Mike Ciesnolevicz,,1979-10-28,0.51,0.0,50.0,0.0,4.62,20.0,57.0,5.1,19,4,0,182.88,0,0,2
1293,Anthony Christodoulou,,1987-07-30,2.19,0.0,26.0,0.0,5.9,40.0,45.0,0.0,12,7,0,175.26,0,0,2
1294,Dan Christison,,1972-04-26,4.23,0.0,51.0,0.0,3.88,37.0,54.0,1.1,20,7,0,203.2,0,0,2
1295,Joachim Christensen,76.0,1978-11-07,3.78,0.0,41.0,0.0,3.29,0.0,46.0,0.0,14,6,0,190.5,0,0,4
1296,Will Chope,,1990-09-08,4.43,0.0,27.0,0.0,9.93,0.0,46.0,0.0,34,13,0,193.04,0,0,1
1297,Katlyn Chookagian,68.0,1988-12-28,4.59,0.27,34.0,15.0,4.41,54.0,63.0,0.3,18,5,0,175.26,0,0,16
1298,Ryo Chonan,70.0,1976-10-08,2.57,0.61,43.0,41.0,2.25,39.0,60.0,0.3,22,13,0,175.26,0,0,4
1299,John Cholish,74.0,1983-12-17,2.65,1.82,49.0,31.0,2.29,78.0,73.0,0.4,8,3,0,180.34,0,0,3
1300,SeungGuk Choi,64.0,1996-12-26,2.69,1.02,42.0,27.0,2.69,74.0,65.0,0.0,7,3,0,167.64,0,0,1
1301,SeungWoo Choi,74.0,1992-11-03,3.48,0.87,38.0,54.0,3.02,69.0,47.0,0.0,11,6,0,182.88,0,0,9
1302,Dooho Choi,70.0,1991-04-10,4.74,0.29,53.0,20.0,4.91,50.0,54.0,0.0,14,4,1,177.8,0,0,7
1303,Sako Chivitchian,,1984-03-11,2.4,0.0,27.0,0.0,4.8,100.0,46.0,0.0,8,1,0,180.34,0,0,1
1304,Khamzat Chimaev,75.0,1994-05-01,5.72,3.99,58.0,46.0,3.46,100.0,42.0,2.7,13,0,0,187.96,0,0,7
1305,Giga Chikadze,74.0,1988-08-25,4.08,0.23,43.0,33.0,3.44,69.0,62.0,0.2,15,3,0,182.88,0,0,9
1306,Michael Chiesa,75.0,1987-12-07,1.87,3.33,40.0,50.0,1.7,60.0,54.0,1.0,18,7,0,185.42,0,0,18
1307,Macy Chiasson,72.0,1991-07-27,3.64,2.17,44.0,34.0,2.61,64.0,46.0,0.3,9,3,0,180.34,0,0,9
1308,Fabio Cherant,74.0,1994-11-25,1.35,0.0,40.0,0.0,4.89,0.0,38.0,0.0,7,4,0,185.42,0,0,3
1309,Albert Cheng,,1985-02-07,1.0,0.0,41.0,0.0,2.6,0.0,71.0,0.0,7,4,0,180.34,0,0,1
1310,Danny Chavez,67.0,1987-03-14,2.86,1.95,38.0,60.0,3.83,87.0,50.0,0.0,11,5,1,172.72,0,0,4
1311,Ernest Chavez,70.0,1983-06-27,2.79,0.89,40.0,33.0,3.89,50.0,59.0,0.0,10,2,0,172.72,0,0,3
1312,Morgan Charriere,69.0,1995-10-26,6.75,0.0,53.0,0.0,2.34,0.0,78.0,0.0,19,9,1,172.72,0,0,1
1313,Chelsea Chandler,68.0,1990-11-23,3.12,0.78,45.0,33.0,3.06,33.0,42.0,0.0,5,2,0,172.72,0,0,2
1314,Michael Chandler,71.0,1986-04-24,4.89,2.17,46.0,38.0,4.58,71.0,46.0,0.9,23,8,0,172.72,0,0,5
1315,Alex Chambers,63.0,1978-10-25,2.97,2.31,54.0,41.0,5.1,53.0,50.0,1.0,5,5,0,160.02,0,0,5
1316,Ansar Chalangov,,1979-10-30,0.68,0.0,66.0,0.0,1.69,0.0,54.0,7.6,14,5,0,175.26,0,0,2
1317,Edgar Chairez,71.0,1996-01-27,2.6,0.0,48.0,0.0,4.26,45.0,41.0,1.3,10,5,0,170.18,0,0,2
1318,Luan Chagas,75.0,1993-06-17,4.16,0.32,47.0,12.0,3.19,85.0,62.0,0.3,15,3,1,182.88,0,0,4
1319,Donald Cerrone,73.0,1983-03-29,4.41,1.16,46.0,33.0,4.48,73.0,53.0,1.2,36,17,0,185.42,0,0,38
1320,Adam Cella,,1985-06-26,1.91,3.92,42.0,75.0,2.61,50.0,51.0,1.3,6,8,0,187.96,0,0,1
1321,Henry Cejudo,64.0,1987-02-09,3.93,2.07,47.0,34.0,3.15,83.0,60.0,0.2,16,3,0,162.56,0,0,13
1322,Yosdenis Cedeno,69.0,1985-02-12,1.64,0.0,29.0,0.0,1.6,31.0,67.0,0.3,10,6,1,172.72,0,0,4
1323,Magnus Cedenblad,79.0,1982-04-10,2.38,2.87,51.0,64.0,3.02,66.0,40.0,1.0,14,5,0,195.58,0,0,6
1324,Jacqueline Cavalcanti,70.0,1997-08-29,8.4,0.0,57.0,0.0,2.6,100.0,84.0,0.0,6,1,0,172.72,0,0,1
1325,Rafael Cavalcante,74.0,1980-04-14,2.71,0.6,53.0,40.0,3.62,63.0,49.0,0.1,12,7,0,185.42,0,0,5
1326,Luke Caudillo,,1980-11-30,1.97,0.44,28.0,20.0,5.07,85.0,55.0,0.0,17,17,0,170.18,0,0,2
1327,Nick Catone,72.0,1981-09-01,2.11,3.71,44.0,44.0,2.32,83.0,63.0,0.5,10,4,0,182.88,0,0,8
1328,Danny Castillo,71.0,1979-08-25,2.57,2.95,42.0,38.0,1.96,63.0,62.0,0.2,17,10,0,175.26,0,0,14
1329,Gil Castillo,,1965-10-21,0.6,3.33,45.0,45.0,2.22,50.0,44.0,0.0,8,5,0,175.26,0,0,3
1330,John Castaneda,71.0,1991-12-18,4.24,1.69,47.0,38.0,4.8,71.0,55.0,0.2,20,6,0,167.64,0,0,5
1331,Cortney Casey,67.0,1987-05-05,4.29,0.39,39.0,31.0,4.0,39.0,55.0,0.5,10,10,0,170.18,0,0,15
1332,Kevin Casey,77.0,1981-06-15,2.27,0.79,53.0,22.0,3.76,27.0,46.0,0.4,9,5,2,180.34,0,0,7
1333,Johnny Case,72.0,1989-06-28,3.95,1.7,38.0,45.0,2.66,72.0,61.0,0.2,22,6,0,177.8,0,0,6
1334,Shane Carwin,80.0,1975-01-04,4.38,1.42,47.0,33.0,3.53,42.0,53.0,0.0,12,2,0,187.96,0,0,6
1335,Antonio Carvalho,70.0,1979-05-30,3.03,0.0,29.0,0.0,3.62,100.0,64.0,0.0,15,6,0,175.26,0,0,4
1336,Shonie Carter,,1972-05-03,1.62,0.75,36.0,66.0,2.32,75.0,47.0,0.0,51,31,7,177.8,0,0,6
1337,Cain Carrizosa,,1986-07-22,2.72,0.0,42.0,0.0,5.8,14.0,51.0,0.0,10,3,0,172.72,0,0,2
1338,Clayton Carpenter,66.0,1996-06-09,4.5,2.47,51.0,50.0,2.85,0.0,60.0,2.5,7,0,0,167.64,0,0,1
1339,Luana Carolina,69.0,1993-06-11,4.65,0.15,50.0,25.0,4.0,76.0,47.0,0.7,9,4,0,167.64,0,0,7
1340,Ariane Carnelossi,61.0,1992-11-17,3.04,1.62,40.0,55.0,4.72,8.0,43.0,0.3,14,3,0,157.48000000000002,0,0,4
1341,Roan Carneiro,76.0,1978-06-02,1.46,3.05,46.0,42.0,1.82,83.0,62.0,1.4,21,11,0,180.34,0,0,9
1342,Liz Carmouche,66.0,1984-02-19,2.78,2.57,54.0,51.0,2.51,65.0,61.0,0.3,13,7,0,167.64,0,0,10
1343,Francis Carmont,78.0,1981-10-11,2.22,1.79,42.0,36.0,1.64,73.0,59.0,0.6,25,12,0,190.5,0,0,9
1344,Spike Carlyle,71.0,1993-05-06,2.55,3.34,54.0,36.0,3.85,57.0,30.0,0.5,9,3,0,172.72,0,0,3
1345,Antonio Carlos Junior,79.0,1990-03-16,1.95,3.42,42.0,39.0,2.14,53.0,52.0,0.8,11,5,0,187.96,0,0,13
1346,Chris Cariaso,64.0,1981-05-27,3.35,1.11,43.0,39.0,2.23,57.0,61.0,0.8,17,8,0,160.02,0,0,13
1347,Bryan Caraway,68.0,1984-08-04,2.53,2.57,34.0,25.0,3.61,80.0,54.0,0.8,21,9,0,172.72,0,0,10
1348,Steve Cantwell,75.0,1986-12-08,3.63,0.65,34.0,30.0,5.76,80.0,55.0,0.7,7,6,0,187.96,0,0,6
1349,Jared Cannonier,77.0,1984-03-16,4.68,0.44,52.0,42.0,4.13,63.0,59.0,0.0,17,6,0,180.34,0,0,16
1350,Guido Cannetti,68.0,1979-12-19,3.44,2.27,55.0,55.0,2.84,64.0,51.0,0.4,10,8,0,167.64,0,0,10
1351,Luiz Cane,77.0,1981-04-24,4.79,0.56,41.0,28.0,5.0,100.0,60.0,0.3,17,7,0,187.96,0,0,9
1352,Carlos Candelario,68.0,1991-06-04,3.97,2.28,46.0,36.0,5.17,53.0,44.0,0.3,8,3,0,172.72,0,0,2
