event_date,fighter,opponent,win
2010-08-01,Brian Stann,Mike Massenzio,True
2010-08-01,Darren Elkins,Charles Oliveira,False
2010-08-01,Paul Kelly,Jacob Volkmann,False
2010-08-07,Charlie Brenneman,Johny Hendricks,False
2010-08-07,Ben Saunders,Dennis Hallman,False
2010-08-07,Anderson Silva,Chael Sonnen,True
2010-08-07,Clay Guida,Rafael Dos Anjos,True
2010-08-07,Matt Hughes,Ricardo Almeida,True
2010-08-07,Roy Nelson,Junior Dos Santos,False
2010-08-07,Dustin Hazelett,Rick Story,False
2010-08-07,Rodney Wallace,Phil Davis,False
2010-08-07,Johny Hendricks,Charlie Brenneman,True
2010-08-07,Todd Brown,Tim Boetsch,False
2010-08-07,Stefan Struve,Christian Morecraft,True
2010-08-07,Phil Davis,Rodney Wallace,True
2010-08-07,Dennis Hallman,Ben Saunders,True
2010-08-07,Jon Fitch,Thiago Alves,True
2010-08-07,Christian Morecraft,Stefan Struve,False
2010-08-07,Rick Story,Dustin Hazelett,True
2010-08-07,Junior Dos Santos,Roy Nelson,True
2010-08-07,Ricardo Almeida,Matt Hughes,False
2010-08-07,Tim Boetsch,Todd Brown,True
2010-08-07,Thiago Alves,Jon Fitch,False
2010-08-07,Rafael Dos Anjos,Clay Guida,False
2010-08-07,Chael Sonnen,Anderson Silva,False
2010-08-28,Marcus Davis,Nate Diaz,False
2010-08-28,Gray Maynard,Kenny Florian,True
2010-08-28,Mario Miranda,Demian Maia,False
2010-08-28,James Toney,Randy Couture,False
2010-08-28,Mike Pierce,Amilcar Alves,True
2010-08-28,BJ Penn,Frankie Edgar,False
2010-08-28,Gabe Ruediger,Joe Lauzon,False
2010-08-28,Nik Lentz,Andre Winner,True
2010-08-28,John Salter,Dan Miller,False
2010-08-28,Greg Soto,Nick Osipczak,True
2010-08-28,Randy Couture,James Toney,True
2010-08-28,Demian Maia,Mario Miranda,True
2010-08-28,Kenny Florian,Gray Maynard,False
2010-08-28,Nate Diaz,Marcus Davis,True
2010-08-28,Amilcar Alves,Mike Pierce,False
2010-08-28,Joe Lauzon,Gabe Ruediger,True
2010-08-28,Andre Winner,Nik Lentz,False
2010-08-28,Dan Miller,John Salter,True
2010-08-28,Nick Osipczak,Greg Soto,False
2010-08-28,Frankie Edgar,BJ Penn,True
2010-09-15,Rafael Natal,Rich Attonito,False
2010-09-15,David Branch,Tomasz Drwal,True
2010-09-15,Forrest Petz,Brian Foster,False
2010-09-15,Yves Edwards,John Gunderson,True
2010-09-15,Jared Hamman,Kyle Kingsbury,False
2010-09-15,Tomasz Drwal,David Branch,False
2010-09-15,TJ Waldburger,David Mitchell,True
2010-09-15,Nate Marquardt,Rousimar Palhares,True
2010-09-15,Efrain Escudero,Charles Oliveira,False
2010-09-15,Jim Miller,Gleison Tibau,True
2010-09-15,Cole Miller,Ross Pearson,True
2010-09-15,Rousimar Palhares,Nate Marquardt,False
2010-09-15,Charles Oliveira,Efrain Escudero,True
2010-09-15,Gleison Tibau,Jim Miller,False
2010-09-15,Ross Pearson,Cole Miller,False
2010-09-15,John Gunderson,Yves Edwards,False
2010-09-15,Kyle Kingsbury,Jared Hamman,True
2010-09-15,Brian Foster,Forrest Petz,True
2010-09-15,Rich Attonito,Rafael Natal,True
2010-09-15,David Mitchell,TJ Waldburger,False
2010-09-25,Joe Doerksen,CB Dollaway,False
2010-09-25,Ryan Bader,Rogerio Nogueira,True
2010-09-25,TJ Grant,Julio Paulino,True
2010-09-25,Steve Lopez,Waylon Lowe,False
2010-09-25,Thiago Tavares,Pat Audinwood,True
2010-09-25,Matt Mitrione,Joey Beltran,True
2010-09-25,CB Dollaway,Joe Doerksen,True
2010-09-25,Melvin Guillard,Jeremy Stephens,True
2010-09-25,Sean Sherk,Evan Dunham,True
2010-09-25,Matt Serra,Chris Lytle,False
2010-09-25,Rogerio Nogueira,Ryan Bader,False
2010-09-25,Frank Mir,Mirko Filipovic,True
2010-09-25,Julio Paulino,TJ Grant,False
2010-09-25,Waylon Lowe,Steve Lopez,True
2010-09-25,Pat Audinwood,Thiago Tavares,False
2010-09-25,Joey Beltran,Matt Mitrione,False
2010-09-25,Evan Dunham,Sean Sherk,False
2010-09-25,Mirko Filipovic,Frank Mir,False
2010-09-25,Jeremy Stephens,Melvin Guillard,False
2010-09-25,Chris Lytle,Matt Serra,True
2010-09-25,Mark Hunt,Sean McCorkle,False
2010-09-25,Sean McCorkle,Mark Hunt,True
2010-10-16,John Hathaway,Mike Pyle,False
2010-10-16,Mark Holst,Paul Sass,False
2010-10-16,James Wilks,Claude Patrick,False
2010-10-16,Cyrille Diabate,Alexander Gustafsson,False
2010-10-16,Rob Broughton,Vinicius Queiroz,True
2010-10-16,Paul Sass,Mark Holst,True
2010-10-16,Spencer Fisher,Curt Warburton,True
2010-10-16,Dan Hardy,Carlos Condit,False
2010-10-16,Alexander Gustafsson,Cyrille Diabate,True
2010-10-16,Claude Patrick,James Wilks,True
2010-10-16,Vinicius Queiroz,Rob Broughton,False
2010-10-16,Carlos Condit,Dan Hardy,True
2010-10-16,James McSweeney,Fabio Maldonado,False
2010-10-16,Fabio Maldonado,James McSweeney,True
2010-10-16,Curt Warburton,Spencer Fisher,False
2010-10-16,Mike Pyle,John Hathaway,True
2010-10-16,Michael Bisping,Yoshihiro Akiyama,True
2010-10-16,Yoshihiro Akiyama,Michael Bisping,False
2010-10-23,Diego Sanchez,Paulo Thiago,True
2010-10-23,Jake Shields,Martin Kampmann,True
2010-10-23,Brendan Schaub,Gabriel Gonzaga,True
2010-10-23,Mike Guymon,Daniel Roberts,False
2010-10-23,Sam Stout,Paul Taylor,True
2010-10-23,Chris Camozzi,Dongi Yang,True
2010-10-23,Court McGee,Ryan Jensen,True
2010-10-23,Patrick Cote,Tom Lawlor,False
2010-10-23,Jon Madsen,Gilbert Yvel,True
2010-10-23,Tito Ortiz,Matt Hamill,False
2010-10-23,Brock Lesnar,Cain Velasquez,False
2010-10-23,Matt Hamill,Tito Ortiz,True
2010-10-23,Martin Kampmann,Jake Shields,False
2010-10-23,Paulo Thiago,Diego Sanchez,False
2010-10-23,Gabriel Gonzaga,Brendan Schaub,False
2010-10-23,Ryan Jensen,Court McGee,False
2010-10-23,Tom Lawlor,Patrick Cote,True
2010-10-23,Daniel Roberts,Mike Guymon,True
2010-10-23,Paul Taylor,Sam Stout,False
2010-10-23,Dongi Yang,Chris Camozzi,False
2010-10-23,Gilbert Yvel,Jon Madsen,False
2010-10-23,Cain Velasquez,Brock Lesnar,True
2010-11-13,Krzysztof Soszynski,Goran Reljic,True
2010-11-13,Dennis Siver,Andre Winner,True
2010-11-13,Nate Marquardt,Yushin Okami,False
2010-11-13,Karlos Vemola,Seth Petruzelli,True
2010-11-13,Rob Kimmons,Kyle Noke,False
2010-11-13,Goran Reljic,Krzysztof Soszynski,False
2010-11-13,Alexandre Ferreira,Vladimir Matyushenko,False
2010-11-13,Nick Osipczak,Duane Ludwig,False
2010-11-13,Peter Sobotta,Amir Sadollah,False
2010-11-13,Andre Winner,Dennis Siver,False
2010-11-13,Yushin Okami,Nate Marquardt,True
2010-11-13,Mark Scanlon,Pascal Krauss,False
2010-11-13,Carlos Eduardo Rocha,Kris McCray,True
2010-11-13,Duane Ludwig,Nick Osipczak,True
2010-11-13,Kyle Noke,Rob Kimmons,True
2010-11-13,Vladimir Matyushenko,Alexandre Ferreira,True
2010-11-13,Kris McCray,Carlos Eduardo Rocha,False
2010-11-13,Amir Sadollah,Peter Sobotta,True
2010-11-13,Pascal Krauss,Mark Scanlon,True
2010-11-13,Seth Petruzelli,Karlos Vemola,False
2010-11-20,Joe Lauzon,George Sotiropoulos,False
2010-11-20,Brian Foster,Matt Brown,True
2010-11-20,Mark Munoz,Aaron Simpson,True
2010-11-20,Edson Barboza,Mike Lullo,True
2010-11-20,Tyson Griffin,Nik Lentz,False
2010-11-20,Maiquel Falcao,Gerald Harris,True
2010-11-20,Matt Hughes,BJ Penn,False
2010-11-20,Phil Davis,Tim Boetsch,True
2010-11-20,Nik Lentz,Tyson Griffin,True
2010-11-20,BJ Penn,Matt Hughes,True
2010-11-20,TJ O'Brien,Paul Kelly,False
2010-11-20,Lyoto Machida,Quinton Jackson,False
2010-11-20,Dennis Hallman,Karo Parisyan,True
2010-11-20,Karo Parisyan,Dennis Hallman,False
2010-11-20,Tim Boetsch,Phil Davis,False
2010-11-20,Quinton Jackson,Lyoto Machida,True
2010-11-20,Gerald Harris,Maiquel Falcao,False
2010-11-20,George Sotiropoulos,Joe Lauzon,True
2010-11-20,Paul Kelly,TJ O'Brien,True
2010-11-20,Mike Lullo,Edson Barboza,False
2010-11-20,Matt Brown,Brian Foster,False
2010-11-20,Aaron Simpson,Mark Munoz,False
2010-12-04,Tyler Toner,Ian Loveland,False
2010-12-04,Kyle Watson,Sako Chivitchian,True
2010-12-04,Stephan Bonnar,Igor Pokrajac,True
2010-12-04,Nick Pace,Will Campuzano,True
2010-12-04,Fredson Paixao,Pablo Garza,False
2010-12-04,Pablo Garza,Fredson Paixao,True
2010-12-04,Will Campuzano,Nick Pace,False
2010-12-04,David Branch,Rich Attonito,True
2010-12-04,Rich Attonito,David Branch,False
2010-12-04,Jonathan Brookins,Michael Johnson,True
2010-12-04,Leonard Garcia,Nam Phan,True
2010-12-04,Aaron Wilkinson,Cody McKenzie,False
2010-12-04,Demian Maia,Kendall Grove,True
2010-12-04,Kendall Grove,Demian Maia,False
2010-12-04,Rick Story,Johny Hendricks,True
2010-12-04,Nam Phan,Leonard Garcia,False
2010-12-04,Cody McKenzie,Aaron Wilkinson,True
2010-12-04,Johny Hendricks,Rick Story,False
2010-12-04,Sako Chivitchian,Kyle Watson,False
2010-12-04,Michael Johnson,Jonathan Brookins,False
2010-12-04,Igor Pokrajac,Stephan Bonnar,False
2010-12-04,Ian Loveland,Tyler Toner,True
2010-12-11,Georges St-Pierre,Josh Koscheck,True
2010-12-11,Matthew Riddle,Sean Pierson,False
2010-12-11,Mark Bocek,Dustin Hazelett,True
2010-12-11,Joe Doerksen,Dan Miller,False
2010-12-11,Thiago Alves,John Howard,True
2010-12-11,Dustin Hazelett,Mark Bocek,False
2010-12-11,Ricardo Almeida,TJ Grant,True
2010-12-11,John Makdessi,Pat Audinwood,True
2010-12-11,Joe Stevenson,Mac Danzig,False
2010-12-11,Jim Miller,Charles Oliveira,True
2010-12-11,Stefan Struve,Sean McCorkle,True
2010-12-11,Sean Pierson,Matthew Riddle,True
2010-12-11,TJ Grant,Ricardo Almeida,False
2010-12-11,Charles Oliveira,Jim Miller,False
2010-12-11,Pat Audinwood,John Makdessi,False
2010-12-11,Josh Koscheck,Georges St-Pierre,False
2010-12-11,Sean McCorkle,Stefan Struve,False
2010-12-11,Mac Danzig,Joe Stevenson,True
2010-12-11,John Howard,Thiago Alves,False
2010-12-11,Dan Miller,Joe Doerksen,True
2011-01-01,Phil Baroni,Brad Tavares,False
2011-01-01,Brad Tavares,Phil Baroni,True
2011-01-01,Josh Grispi,Dustin Poirier,False
2011-01-01,Marcus Davis,Jeremy Stephens,False
2011-01-01,Takanori Gomi,Clay Guida,False
2011-01-01,Dong Hyun Kim,Nate Diaz,True
2011-01-01,Brian Stann,Chris Leben,True
2011-01-01,Jacob Volkmann,Antonio McKee,True
2011-01-01,Diego Nunes,Mike Brown,True
2011-01-01,Mike Brown,Diego Nunes,False
2011-01-01,Greg Soto,Daniel Roberts,False
2011-01-01,Daniel Roberts,Greg Soto,True
2011-01-01,Chris Leben,Brian Stann,False
2011-01-01,Nate Diaz,Dong Hyun Kim,False
2011-01-01,Clay Guida,Takanori Gomi,True
2011-01-01,Jeremy Stephens,Marcus Davis,True
2011-01-01,Dustin Poirier,Josh Grispi,True
2011-01-01,Antonio McKee,Jacob Volkmann,False
2011-01-22,Willamy Freire,Waylon Lowe,False
2011-01-22,Mike Brown,Rani Yahya,False
2011-01-22,Mike Guymon,DaMarques Johnson,False
2011-01-22,Yves Edwards,Cody McKenzie,True
2011-01-22,Matt Wiman,Cole Miller,True
2011-01-22,Joey Beltran,Pat Barry,False
2011-01-22,George Roop,Mark Hominick,False
2011-01-22,Tim Hague,Matt Mitrione,False
2011-01-22,Amilcar Alves,Charlie Brenneman,False
2011-01-22,Mark Hominick,George Roop,True
2011-01-22,Chris Cariaso,Will Campuzano,True
2011-01-22,Will Campuzano,Chris Cariaso,False
2011-01-22,Evan Dunham,Melvin Guillard,False
2011-01-22,Waylon Lowe,Willamy Freire,True
2011-01-22,Rani Yahya,Mike Brown,True
2011-01-22,DaMarques Johnson,Mike Guymon,True
2011-01-22,Charlie Brenneman,Amilcar Alves,True
2011-01-22,Cole Miller,Matt Wiman,False
2011-01-22,Pat Barry,Joey Beltran,True
2011-01-22,Matt Mitrione,Tim Hague,True
2011-01-22,Melvin Guillard,Evan Dunham,True
2011-01-22,Cody McKenzie,Yves Edwards,False
2011-02-05,Gabe Ruediger,Paul Taylor,False
2011-02-05,Vitor Belfort,Anderson Silva,False
2011-02-05,Rich Franklin,Forrest Griffin,False
2011-02-05,Ryan Bader,Jon Jones,False
2011-02-05,Carlos Eduardo Rocha,Jake Ellenberger,False
2011-02-05,Antonio Banuelos,Miguel Torres,False
2011-02-05,Paul Kelly,Donald Cerrone,False
2011-02-05,Michihiro Omigawa,Chad Mendes,False
2011-02-05,Demetrious Johnson,Norifumi Yamamoto,True
2011-02-05,Ricardo Romero,Kyle Kingsbury,False
2011-02-05,Mike Pierce,Kenny Robertson,True
2011-02-05,Chad Mendes,Michihiro Omigawa,True
2011-02-05,Anderson Silva,Vitor Belfort,True
2011-02-05,Forrest Griffin,Rich Franklin,True
2011-02-05,Jon Jones,Ryan Bader,True
2011-02-05,Jake Ellenberger,Carlos Eduardo Rocha,True
2011-02-05,Miguel Torres,Antonio Banuelos,True
2011-02-05,Donald Cerrone,Paul Kelly,True
2011-02-05,Norifumi Yamamoto,Demetrious Johnson,False
2011-02-05,Paul Taylor,Gabe Ruediger,True
2011-02-05,Kyle Kingsbury,Ricardo Romero,True
2011-02-05,Kenny Robertson,Mike Pierce,False
2011-02-26,Curt Warburton,Maciej Jewtuszko,True
2011-02-26,Brian Ebersole,Chris Lytle,True
2011-02-26,Chris Camozzi,Kyle Noke,False
2011-02-26,Ross Pearson,Spencer Fisher,True
2011-02-26,Dennis Siver,George Sotiropoulos,True
2011-02-26,Alexander Gustafsson,James Te Huna,True
2011-02-26,Nick Ring,Riki Fukuda,True
2011-02-26,Tom Blackledge,Anthony Perosh,False
2011-02-26,Zhang Tiequan,Jason Reinhardt,True
2011-02-26,Mark Hunt,Chris Tuchscherer,True
2011-02-26,Maciej Jewtuszko,Curt Warburton,False
2011-02-26,George Sotiropoulos,Dennis Siver,False
2011-02-26,Michael Bisping,Jorge Rivera,True
2011-02-26,Jorge Rivera,Michael Bisping,False
2011-02-26,Spencer Fisher,Ross Pearson,False
2011-02-26,Jason Reinhardt,Zhang Tiequan,False
2011-02-26,Chris Lytle,Brian Ebersole,False
2011-02-26,Anthony Perosh,Tom Blackledge,True
2011-02-26,Riki Fukuda,Nick Ring,False
2011-02-26,James Te Huna,Alexander Gustafsson,False
2011-02-26,Kyle Noke,Chris Camozzi,True
2011-02-26,Chris Tuchscherer,Mark Hunt,False
2011-03-03,Diego Sanchez,Martin Kampmann,True
2011-03-03,CB Dollaway,Mark Munoz,False
2011-03-03,Alessio Sakara,Chris Weidman,False
2011-03-03,Steve Cantwell,Cyrille Diabate,False
2011-03-03,Joe Stevenson,Danny Castillo,False
2011-03-03,Thiago Tavares,Shane Roller,False
2011-03-03,Takeya Mizugaki,Reuben Duran,True
2011-03-03,Rob Kimmons,Dongi Yang,False
2011-03-03,David Branch,Rousimar Palhares,False
2011-03-03,Brian Bowles,Damacio Page,True
2011-03-03,Martin Kampmann,Diego Sanchez,False
2011-03-03,Mark Munoz,CB Dollaway,True
2011-03-03,Chris Weidman,Alessio Sakara,True
2011-03-03,Damacio Page,Brian Bowles,False
2011-03-03,Cyrille Diabate,Steve Cantwell,True
2011-03-03,Danny Castillo,Joe Stevenson,True
2011-03-03,Shane Roller,Thiago Tavares,True
2011-03-03,Reuben Duran,Takeya Mizugaki,False
2011-03-03,Dongi Yang,Rob Kimmons,True
2011-03-03,Rousimar Palhares,David Branch,True
2011-03-03,Igor Pokrajac,Todd Brown,True
2011-03-03,Todd Brown,Igor Pokrajac,False
2011-03-19,Jim Miller,Kamal Shalorus,True
2011-03-19,Erik Koch,Raphael Assuncao,True
2011-03-19,Constantinos Philippou,Nick Catone,False
2011-03-19,Edson Barboza,Anthony Njokuani,True
2011-03-19,Kurt Pellegrino,Gleison Tibau,False
2011-03-19,Ricardo Almeida,Mike Pyle,False
2011-03-19,Mirko Filipovic,Brendan Schaub,False
2011-03-19,Luiz Cane,Eliot Marshall,True
2011-03-19,Joseph Benavidez,Ian Loveland,True
2011-03-19,Dan Miller,Nate Marquardt,False
2011-03-19,Gleison Tibau,Kurt Pellegrino,True
2011-03-19,Mauricio Rua,Jon Jones,False
2011-03-19,Mike Pyle,Ricardo Almeida,True
2011-03-19,Jon Jones,Mauricio Rua,True
2011-03-19,Eddie Wineland,Urijah Faber,False
2011-03-19,Brendan Schaub,Mirko Filipovic,True
2011-03-19,Eliot Marshall,Luiz Cane,False
2011-03-19,Anthony Njokuani,Edson Barboza,False
2011-03-19,Kamal Shalorus,Jim Miller,False
2011-03-19,Raphael Assuncao,Erik Koch,False
2011-03-19,Nick Catone,Constantinos Philippou,True
2011-03-19,Ian Loveland,Joseph Benavidez,False
2011-03-19,Urijah Faber,Eddie Wineland,True
2011-03-19,Nate Marquardt,Dan Miller,True
2011-03-26,Dan Hardy,Anthony Johnson,False
2011-03-26,Phil Davis,Rogerio Nogueira,True
2011-03-26,Leonard Garcia,Chan Sung Jung,False
2011-03-26,Amir Sadollah,DaMarques Johnson,True
2011-03-26,Mike Russow,Jon Madsen,True
2011-03-26,Mackens Semerzier,Alex Caceres,True
2011-03-26,Kris McCray,John Hathaway,False
2011-03-26,Edwin Figueroa,Michael McDonald,False
2011-03-26,Christian Morecraft,Sean McCorkle,True
2011-03-26,TJ Waldburger,Johny Hendricks,False
2011-03-26,Aaron Simpson,Mario Miranda,True
2011-03-26,Nik Lentz,Waylon Lowe,True
2011-03-26,Waylon Lowe,Nik Lentz,False
2011-03-26,Rogerio Nogueira,Phil Davis,False
2011-03-26,Anthony Johnson,Dan Hardy,True
2011-03-26,DaMarques Johnson,Amir Sadollah,False
2011-03-26,Mario Miranda,Aaron Simpson,False
2011-03-26,Jon Madsen,Mike Russow,False
2011-03-26,Alex Caceres,Mackens Semerzier,False
2011-03-26,John Hathaway,Kris McCray,True
2011-03-26,Michael McDonald,Edwin Figueroa,True
2011-03-26,Sean McCorkle,Christian Morecraft,False
2011-03-26,Johny Hendricks,TJ Waldburger,True
2011-03-26,Chan Sung Jung,Leonard Garcia,True
2011-04-30,Jake Shields,Georges St-Pierre,False
2011-04-30,Mark Hominick,Jose Aldo,False
2011-04-30,Randy Couture,Lyoto Machida,False
2011-04-30,Lyoto Machida,Randy Couture,True
2011-04-30,Rory MacDonald,Nate Diaz,True
2011-04-30,Sean Pierson,Jake Ellenberger,False
2011-04-30,Claude Patrick,Daniel Roberts,True
2011-04-30,Ryan Jensen,Jason MacDonald,False
2011-04-30,Kyle Watson,John Makdessi,False
2011-04-30,Jose Aldo,Mark Hominick,True
2011-04-30,Yves Jabouin,Pablo Garza,False
2011-04-30,Georges St-Pierre,Jake Shields,True
2011-04-30,Pablo Garza,Yves Jabouin,True
2011-04-30,Benson Henderson,Mark Bocek,True
2011-04-30,Jason Brilz,Vladimir Matyushenko,False
2011-04-30,Charlie Valencia,Ivan Menjivar,False
2011-04-30,Jason MacDonald,Ryan Jensen,True
2011-04-30,Daniel Roberts,Claude Patrick,False
2011-04-30,John Makdessi,Kyle Watson,True
2011-04-30,Nate Diaz,Rory MacDonald,False
2011-04-30,Mark Bocek,Benson Henderson,False
2011-04-30,Jake Ellenberger,Sean Pierson,True
2011-04-30,Vladimir Matyushenko,Jason Brilz,True
2011-04-30,Ivan Menjivar,Charlie Valencia,True
2011-05-28,Kendall Grove,Tim Boetsch,False
2011-05-28,Gleison Tibau,Rafaello Oliveira,True
2011-05-28,Michael McDonald,Chris Cariaso,True
2011-05-28,Miguel Torres,Demetrious Johnson,False
2011-05-28,Brian Stann,Jorge Santiago,True
2011-05-28,Thiago Alves,Rick Story,False
2011-05-28,Demetrious Johnson,Miguel Torres,True
2011-05-28,Stefan Struve,Travis Browne,False
2011-05-28,Frank Mir,Roy Nelson,True
2011-05-28,Quinton Jackson,Matt Hamill,True
2011-05-28,Tim Boetsch,Kendall Grove,True
2011-05-28,Rafaello Oliveira,Gleison Tibau,False
2011-05-28,Matt Hamill,Quinton Jackson,False
2011-05-28,Roy Nelson,Frank Mir,False
2011-05-28,Travis Browne,Stefan Struve,True
2011-05-28,Chris Cariaso,Michael McDonald,False
2011-05-28,Cole Escovedo,Renan Barao,False
2011-05-28,Renan Barao,Cole Escovedo,True
2011-05-28,Rick Story,Thiago Alves,True
2011-05-28,Jorge Santiago,Brian Stann,False
2011-06-04,Shamar Bailey,Ryan McGillivray,True
2011-06-04,George Roop,Josh Grispi,True
2011-06-04,Jeremy Stephens,Danny Downes,True
2011-06-04,Chris Cope,Chuck O'Neil,True
2011-06-04,Tim Credeur,Ed Herman,False
2011-06-04,Justin Edwards,Clay Harvison,False
2011-06-04,Tony Ferguson,Ramsey Nijem,True
2011-06-04,Anthony Pettis,Clay Guida,False
2011-06-04,Kyle Kingsbury,Fabio Maldonado,True
2011-06-04,Ken Stone,Scott Jorgensen,False
2011-06-04,Clay Harvison,Justin Edwards,True
2011-06-04,Fabio Maldonado,Kyle Kingsbury,False
2011-06-04,Scott Jorgensen,Ken Stone,True
2011-06-04,Francisco Rivera,Reuben Duran,False
2011-06-04,Reuben Duran,Francisco Rivera,True
2011-06-04,Ryan McGillivray,Shamar Bailey,False
2011-06-04,Clay Guida,Anthony Pettis,True
2011-06-04,Ed Herman,Tim Credeur,True
2011-06-04,Chuck O'Neil,Chris Cope,False
2011-06-04,Danny Downes,Jeremy Stephens,False
2011-06-04,Ramsey Nijem,Tony Ferguson,False
2011-06-04,Josh Grispi,George Roop,False
2011-06-11,Jason Young,Dustin Poirier,False
2011-06-11,James Head,Nick Ring,False
2011-06-11,Junior Dos Santos,Shane Carwin,True
2011-06-11,Diego Nunes,Kenny Florian,False
2011-06-11,Aaron Rosa,Joey Beltran,False
2011-06-11,Demian Maia,Mark Munoz,False
2011-06-11,Darren Elkins,Michihiro Omigawa,True
2011-06-11,Jon Olav Einemo,Dave Herman,False
2011-06-11,Donald Cerrone,Vagner Rocha,True
2011-06-11,Michihiro Omigawa,Darren Elkins,False
2011-06-11,Sam Stout,Yves Edwards,True
2011-06-11,Krzysztof Soszynski,Mike Massenzio,True
2011-06-11,Chris Weidman,Jesse Bongfeldt,True
2011-06-11,Kenny Florian,Diego Nunes,True
2011-06-11,Mark Munoz,Demian Maia,True
2011-06-11,Dave Herman,Jon Olav Einemo,True
2011-06-11,Vagner Rocha,Donald Cerrone,False
2011-06-11,Yves Edwards,Sam Stout,False
2011-06-11,Jesse Bongfeldt,Chris Weidman,False
2011-06-11,Mike Massenzio,Krzysztof Soszynski,False
2011-06-11,Nick Ring,James Head,True
2011-06-11,Joey Beltran,Aaron Rosa,True
2011-06-11,Dustin Poirier,Jason Young,True
2011-06-11,Shane Carwin,Junior Dos Santos,False
2011-06-26,Daniel Roberts,Rich Attonito,False
2011-06-26,Christian Morecraft,Matt Mitrione,False
2011-06-26,Tyson Griffin,Manvel Gamburyan,True
2011-06-26,Michael Johnson,Edward Faaloloto,True
2011-06-26,Joe Stevenson,Javier Vazquez,False
2011-06-26,Joe Lauzon,Curt Warburton,True
2011-06-26,Pat Barry,Cheick Kongo,False
2011-06-26,Matt Brown,John Howard,True
2011-06-26,Matt Grice,Ricardo Lamas,False
2011-06-26,Rich Attonito,Daniel Roberts,True
2011-06-26,Curt Warburton,Joe Lauzon,False
2011-06-26,Javier Vazquez,Joe Stevenson,True
2011-06-26,Edward Faaloloto,Michael Johnson,False
2011-06-26,Matt Mitrione,Christian Morecraft,True
2011-06-26,Manvel Gamburyan,Tyson Griffin,False
2011-06-26,John Howard,Matt Brown,False
2011-06-26,Cheick Kongo,Pat Barry,True
2011-06-26,Rick Story,Charlie Brenneman,False
2011-06-26,Charlie Brenneman,Rick Story,True
2011-06-26,Ricardo Lamas,Matt Grice,True
2011-07-02,Dong Hyun Kim,Carlos Condit,False
2011-07-02,Shane Roller,Melvin Guillard,False
2011-07-02,Jeff Hougland,Donny Walker,True
2011-07-02,Ryan Bader,Tito Ortiz,False
2011-07-02,Matt Wiman,Dennis Siver,False
2011-07-02,Carlos Condit,Dong Hyun Kim,True
2011-07-02,Wanderlei Silva,Chris Leben,False
2011-07-02,Andre Winner,Anthony Njokuani,False
2011-07-02,Aaron Simpson,Brad Tavares,True
2011-07-02,Takeya Mizugaki,Brian Bowles,False
2011-07-02,Dominick Cruz,Urijah Faber,True
2011-07-02,Donny Walker,Jeff Hougland,False
2011-07-02,Anthony Njokuani,Andre Winner,True
2011-07-02,Brad Tavares,Aaron Simpson,False
2011-07-02,Rafael Dos Anjos,George Sotiropoulos,True
2011-07-02,George Sotiropoulos,Rafael Dos Anjos,False
2011-07-02,Brian Bowles,Takeya Mizugaki,True
2011-07-02,Dennis Siver,Matt Wiman,True
2011-07-02,Tito Ortiz,Ryan Bader,True
2011-07-02,Chris Leben,Wanderlei Silva,True
2011-07-02,Melvin Guillard,Shane Roller,True
2011-07-02,Urijah Faber,Dominick Cruz,False
2011-08-06,Paul Bradley,Rafael Natal,False
2011-08-06,Tito Ortiz,Rashad Evans,False
2011-08-06,Rafael Natal,Paul Bradley,True
2011-08-06,Brian Ebersole,Dennis Hallman,True
2011-08-06,Constantinos Philippou,Jorge Rivera,True
2011-08-06,Mike Pyle,Rory MacDonald,False
2011-08-06,Alexander Gustafsson,Matt Hamill,True
2011-08-06,Rani Yahya,Chad Mendes,False
2011-08-06,Nick Pace,Ivan Menjivar,False
2011-08-06,Yoshihiro Akiyama,Vitor Belfort,False
2011-08-06,Nam Phan,Mike Brown,False
2011-08-06,Mike Brown,Nam Phan,True
2011-08-06,Johny Hendricks,Mike Pierce,True
2011-08-06,Mike Pierce,Johny Hendricks,False
2011-08-06,Ivan Menjivar,Nick Pace,True
2011-08-06,Chad Mendes,Rani Yahya,True
2011-08-06,Matt Hamill,Alexander Gustafsson,False
2011-08-06,Rory MacDonald,Mike Pyle,True
2011-08-06,Dennis Hallman,Brian Ebersole,False
2011-08-06,Jorge Rivera,Constantinos Philippou,False
2011-08-06,Rashad Evans,Tito Ortiz,True
2011-08-06,Vitor Belfort,Yoshihiro Akiyama,True
2011-08-14,CB Dollaway,Jared Hamman,False
2011-08-14,Jimy Hettes,Alex Caceres,True
2011-08-14,Cole Miller,TJ O'Brien,True
2011-08-14,Jacob Volkmann,Danny Castillo,True
2011-08-14,Danny Castillo,Jacob Volkmann,False
2011-08-14,TJ O'Brien,Cole Miller,False
2011-08-14,Alex Caceres,Jimy Hettes,False
2011-08-14,Ronny Markes,Karlos Vemola,True
2011-08-14,Ed Herman,Kyle Noke,True
2011-08-14,Joseph Benavidez,Eddie Wineland,True
2011-08-14,Amir Sadollah,Duane Ludwig,False
2011-08-14,Kyle Noke,Ed Herman,False
2011-08-14,Jason Reinhardt,Edwin Figueroa,False
2011-08-14,Jim Miller,Benson Henderson,False
2011-08-14,Dan Hardy,Chris Lytle,False
2011-08-14,Chris Lytle,Dan Hardy,True
2011-08-14,Eddie Wineland,Joseph Benavidez,False
